Site;Progeny;Treatment;TreeNb;NbLeaf;Status;NewLeafDate;PruningLeafDate;DryLeafDate;BrokenLeafDate;HarvestingBunchDate;SpatheOpeningDate;BunchSex;PetioleLength;PetioleFW;PetSampleFW;PetSampleDW;PetioleWaterContent;PetioleDW;RachisLength;RachisFW;RacSampleFW;RacSampleDW;RachisWaterContent;RachisDW;LeafletNbRigth;LeafletNbLeft;LeafletTotNb;LeafletFW;LeafSampleFW;LeafSampleDW;LeafWaterContent;LeafletDW;BunchFW;BunchDW;PeduncleFW;PedSampleFW;PedSampleDW;PeduncleWaterContent;PeduncleDW;SpikeletFW;SpiSampleFW;SpiSampleDW;SpikeletWaterContent;SpikeletDW;ParthenoFruitNb;ParthenoFruitFW;ParthenoSampleFW;ParthenoSampleDW;ParthenoFruitWaterContent;ParthenoFruitDW;FruitNb;FruitFW;FruitSampleFW;FruitSampleDW;FruitWaterContent;FruitDW;PulpSampleFW;PulpSampleDW;NutSampleFW;NutSampleDW
BMLE;P83;Control;D4;-38;;12/06/2008;20/10/2009;;08/10/2009;07/08/2009;12/02/2009;F;147;5500;100.8;25.2;0.75;1375;604;5660;86.5;23;0.734104046;1504.971098;204;201;405;3500;62.6;26.8;0.571884984;1498.402556;30410;16928;1840;157;22.9;0.854140127;268.3821656;6100;127.2;43.5;0.658018868;43.5;380;1000;80.5;13;0.838509317;161.4906832;1947;21470;297.2;199.5;0.328734859;14412.06258;244;161.3;53.2;38.2
BMLE;P83;Control;D4;-39;;10/07/2008;;17/06/2010;;;25/02/2009;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-40;;24/07/2008;05/12/2009;;;;11/03/2009;M;128;4740;144;35.6;0.752777778;1171.833333;609;5900;169.4;39.7;0.765643447;1382.70366;188;186;405;4500;104.2;35.9;0.65547025;1550.383877;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-41;;07/08/2008;12/12/2009;;;;25/03/2009;M;134;5840;130;25.5;0.803846154;1145.538462;616;5460;170.9;43.7;0.744294909;1396.149795;192;200;405;3640;88;37.2;0.577272727;1538.727273;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-42;;20/08/2008;16/01/2010;;;10/10/2009;22/04/2009;F;142;5140;126.8;30.9;0.756309148;1252.570978;605;5960;129.7;34.1;0.737085582;1566.969931;189;184;373;3740;94.5;41.5;0.560846561;1642.433862;33060;17171;2120;91.5;15.7;0.828415301;363.7595628;6600;105.9;35.2;0.667610954;35.2;190;340;42.5;5.7;0.865882353;45.6;2690;24000;226;137.3;0.392477876;14580.53097;173.4;97.4;52.8;39.9
BMLE;P83;Control;D4;-43;;17/09/2008;13/02/2010;;;24/10/2009;06/05/2009;F;125;4100;110.5;28.6;0.741176471;1061.176471;608;6000;118.9;30.2;0.746005046;1523.969722;200;195;395;3600;70.5;30.9;0.561702128;1577.87234;30760;15447;1780;151;22;0.854304636;259.3377483;6300;91;28.8;0.683516484;28.8;368;520;37;4.8;0.87027027;67.45945946;2244;22160;196;116.1;0.407653061;13126.40816;152;85.2;44;30.9
BMLE;P83;Control;D4;-44;;09/10/2008;;;;;20/05/2009;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-45;;22/10/2008;15/10/2010;;;05/12/2009;17/06/2009;F;150;5420;235.1;141.5;0.398128456;3262.143769;611;5380;223.2;120.3;0.461021505;2899.704301;184;181;365;3460;187.4;113.9;0.392209178;2102.956243;25620;10644;2180;116;15.2;0.868965517;285.6551724;5600;58;19.4;0.665517241;19.4;230;420;33;4.1;0.875757576;52.18181818;2203;17420;226;109.5;0.515486726;8440.221239;135;84.6;37;24.9
BMLE;P83;Control;D4;-46;;05/11/2008;;21/08/2010;;12/12/2009;01/07/2009;F;;;;;;;;;;;;;;;;;;;;;24460;10551;1600;186;22.4;0.879569892;192.688172;5000;118;44;0.627118644;44;117;360;35;4.6;0.868571429;47.31428571;1804;17500;196;94.6;0.517346939;8446.428571;130;76.3;29;18.3
BMLE;P83;Control;D4;-47;;19/11/2008;;;;16/01/2010;29/07/2009;F;;;;;;;;;;;;;;;;;;;;;20300;8308;1320;126;18.1;0.856349206;189.6190476;5620;68;24.8;0.635294118;24.8;276;460;34;4.9;0.855882353;66.29411765;1930;12900;196;91.2;0.534693878;6002.44898;113;77.2;23;14
BMLE;P83;Control;D4;-48;;03/12/2008;18/12/2010;;;13/02/2010;27/08/2009;F;127;4850;220.6;63.6;0.711695376;1398.277425;608;6250;198.6;52.2;0.737160121;1642.749245;189;192;381;4150;168.3;75.6;0.550802139;1864.171123;12560;6488;1140;94;12.3;0.869148936;149.1702128;4200;59;23.9;0.594915254;23.9;340;380;32;5.1;0.840625;60.5625;1125;6840;146;97.7;0.330821918;4577.178082;123;83.7;23;14
BMLE;P83;Control;D4;-49;;17/12/2008;;21/08/2010;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-50;;14/01/2009;04/12/2010;;;;;A;139;5250;221.8;71.3;0.678539225;1687.669071;605;6100;200.6;93;0.536390828;2828.015952;188;186;374;3900;184.5;98.1;0.468292683;2073.658537;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-51;;28/01/2009;09/09/2011;27/08/2011;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-52;;12/02/2009;09/10/2010;;;;;A;138;5760;180.7;78.5;0.565578307;2502.268954;610;6380;215;90;0.581395349;2670.697674;192;195;387;3780;174.4;80.2;0.540137615;1738.279817;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-53;;25/02/2009;15/10/2010;;;;;A;149;5900;191.6;102.9;0.462943633;3168.632568;594;5780;199.5;122.1;0.387969925;3537.533835;177;189;366;3400;183.2;105.4;0.424672489;1956.113537;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-54;;25/03/2009;;;;;08/04/2010;M;133;5700;261.6;119.8;0.54204893;2610.321101;581;5720;251.8;151.2;0.399523431;3434.725973;182;192;374;3280;228.6;135.3;0.408136483;1941.312336;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-55;;08/04/2009;06/11/2010;;;;08/04/2010;M;131;5730;208.9;57.3;0.725706079;1571.704165;592;6310;223.7;84.3;0.623156013;2377.885561;197;191;388;441;208.3;106;0.491118579;224.4167067;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-56;;22/04/2009;19/11/2010;;;;06/05/2010;M;136;5420;167.4;57.3;0.657706093;1855.232975;581;5300;1830;53.2;0.970928962;154.0765027;194;190;384;5440;212.9;99.3;0.533583842;2537.303899;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-57;;06/05/2009;;;;09/10/2010;06/05/2010;F;133;5300;206.5;115;0.443099274;2951.57385;439;5400;219.5;141.6;0.354897494;3483.553531;138;134;272;2500;216.1;143.8;0.33456733;1663.581675;27010;14092;1380;216;68;0.685185185;434.4444444;5820;213;90.2;0.576525822;90.2;1015;1270;44;8.2;0.813636364;236.6818182;1995;18540;144;85.1;0.409027778;10956.625;104;54.1;40;31
BMLE;P83;Control;D4;-58;;03/06/2009;;;;15/10/2010;06/05/2010;F;130;5500;219.2;81.4;0.628649635;2042.427007;596;6250;212.5;66.9;0.685176471;1967.647059;189;184;373;4650;231.7;131.5;0.432455762;2639.080708;28150;17345;1320;210;134.4;0.36;844.8;5710;209;134.6;0.355980861;134.6;652;900;42;24.3;0.421428571;520.7142857;2062;20220;143;87;0.391608392;12301.67832;102;54.6;41;32.4
BMLE;P83;Control;D4;-59;;17/06/2009;09/09/2011;27/08/2011;;22/10/2010;20/05/2010;F;;;;;;;;;;;;;;;;;;;;;26600;14608;1300;223;121.7;0.45426009;709.4618834;5590;230;104.2;0.546956522;104.2;661;1070;36;13;0.638888889;386.3888889;1900;18640;146;86;0.410958904;10979.72603;103;53.5;43;32.5
BMLE;P83;Control;D4;-60;;15/07/2009;07/01/2011;;;06/11/2010;20/05/2010;F;123;5500;171.5;60.4;0.647813411;1937.026239;600;6200;180.9;93;0.485903814;3187.396352;190;196;386;3800;225.3;98.5;0.562805149;1661.340435;28110;14698;1800;242;102.1;0.578099174;759.4214876;5880;213;91.4;0.570892019;91.4;692;820;44;11.5;0.738636364;214.3181818;2370;19610;125;71.4;0.4288;11201.232;84;41.5;41;29.9
BMLE;P83;Control;D4;-61;;29/07/2009;18/12/2010;;;19/11/2010;20/05/2010;F;131;5050;193;43.7;0.77357513;1143.445596;604;6200;219;63.4;0.710502283;1794.885845;190;186;376;3700;185.6;75.9;0.591056034;1513.092672;26600;14365;1360;220;86;0.609090909;531.6363636;4790;220;96.4;0.561818182;96.4;383;540;40;12.3;0.6925;166.05;2171;19910;132;76.7;0.418939394;11568.91667;91;45.9;41;30.8
BMLE;P83;Control;D4;-62;;22/10/2009;24/12/2010;;;03/12/2010;17/06/2010;F;139;6000;195.2;69.1;0.646004098;2123.97541;600;5800;209.1;65.4;0.68723099;1814.060258;192;195;387;3700;246.2;125.9;0.488627132;1892.07961;21910;13630;1530;206;102.2;0.503883495;759.0582524;4870;204;129.7;0.364215686;129.7;360;510;39;23.9;0.387179487;312.5384615;1350;15000;172;108.5;0.369186047;9462.209302;128;72.8;44;35.7
BMLE;P83;Control;D4;-63;;19/11/2009;30/06/2011;;;04/12/2010;01/07/2010;F;137;4000;204.8;80.4;0.607421875;1570.3125;600;5300;206.7;79.8;0.613933237;2046.153846;194;193;387;3400;235.5;107.8;0.542250531;1556.348195;24870;12273;1660;215.1;41.3;0.807996281;318.7261739;5340;215.6;73.5;0.659090909;73.5;497;530;29.4;4.4;0.850340136;79.31972789;2293;17340;117;67.9;0.41965812;10063.12821;82.6;40.7;34.5;27.2
BMLE;P83;Control;D4;-64;;19/11/2009;28/01/2011;;;24/12/2010;15/07/2010;F;114;4150;193.7;62.3;0.678368611;1334.770263;593;5350;200.1;65;0.675162419;1737.881059;194;200;394;3450;232.9;128.2;0.449549163;1899.055389;22620;14154;1420;190.9;52.8;0.723415401;392.750131;5230;238;123;0.483193277;123;200;360;47.1;10.3;0.781316348;78.72611465;1850;15610;124;87.5;0.294354839;11015.12097;101.5;68.8;22.9;18.7
BMLE;P83;Control;D4;-65;;03/12/2009;09/09/2011;;;;;A;127;4550;226.6;68.2;0.699029126;1369.417476;595;4950;199.1;63.8;0.679558011;1586.187845;190;194;384;3300;210;105.8;0.496190476;1662.571429;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-66;;17/12/2009;20/05/2011;;;;;A;134;5200;236.9;56.8;0.760236387;1246.770789;588;4900;255.2;72.9;0.714341693;1399.725705;190;189;379;3500;211.2;99;0.53125;1640.625;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-67;;31/12/2009;;;;;08/09/2010;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-68;;14/01/2010;09/09/2011;;;;07/10/2010;M;112;3250;276.7;171.6;0.379833755;2015.540296;580;4550;305.5;186.7;0.388870704;2780.638298;180;186;366;2950;235.1;160.7;0.31646108;2016.439813;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-69;;28/01/2010;18/03/2011;;;18/03/2011;07/10/2010;F;129;4700;200.2;62;0.69030969;1455.544456;580;4800;248.3;115.6;0.534434152;2234.716069;194;183;377;2900;196;119.3;0.391326531;1765.153061;17420;11955;1400;223;147;0.340807175;922.8699552;3650;250;188.3;0.2468;188.3;320;280;29;9.9;0.65862069;95.5862069;1670;12090;127;86;0.322834646;8186.929134;103;67.2;24;18.8
BMLE;P83;Control;D4;-70;;25/02/2010;;;;23/04/2011;04/11/2010;F;;;;;;;;;;;;;;;;;;;;;18750;10567;1430;223;70.3;0.684753363;450.8026906;3840;200;66.9;0.6655;66.9;170;160;30;4.2;0.86;22.4;1460;13320;132;87;0.340909091;8779.090909;102;66.4;30;20.9
BMLE;P83;Control;D4;-71;;10/03/2010;13/05/2011;;;20/05/2011;02/12/2010;F;;;;;;;601;5100;173.7;52.1;0.700057571;1529.70639;190;194;384;2850;189.7;90.1;0.525039536;1353.637322;16760;9789;1500;221;35.8;0.83800905;242.9864253;1460;220;80.6;0.633636364;80.6;635;780;38;6.5;0.828947368;133.4210526;1404;13020;132;90;0.318181818;8877.272727;107;68.2;25;21.8
BMLE;P83;Control;D4;-72;;25/03/2010;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-73;;22/04/2010;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-74;;06/05/2010;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-75;;03/06/2010;;;;;04/05/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-76;;17/06/2010;;;;;04/05/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-77;;01/07/2010;;;;;19/05/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-78;;15/07/2010;;;;;19/05/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-79;;29/07/2010;;;;;01/06/2011;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-80;;26/08/2010;;;;;01/06/2011;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-81;;23/09/2010;;;;;30/06/2011;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-82;;07/10/2010;;;;;18/07/2011;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-83;;04/11/2010;;;;;10/08/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-84;;19/11/2010;;;;;27/08/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-85;;16/12/2010;;;;;27/08/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-86;;13/01/2011;;;;;28/09/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-87;;27/01/2011;;;;;15/10/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-88;;10/02/2011;;;;;11/11/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-89;;23/02/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-90;;24/03/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-91;;21/04/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-92;;04/05/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-93;;01/06/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-94;;30/06/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-95;;18/07/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-96;;27/07/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-97;;14/09/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-98;;28/09/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-99;;28/09/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-100;;26/10/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D4;-101;;11/11/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D5;38;harvest;;18/08/2006;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D5;33;harvest;;18/08/2006;;;18/08/2006;;A;156;5340;120.4;35.7;0.703488372;1583.372093;627;4325;111.7;36.8;0.670546106;1424.888093;183;188;371;3020;182.9;79.6;0.564789502;1314.335703;17725;10141;1175;85.8;12.8;0.850815851;175.2913753;3200;141;52.5;0.627659574;52.5;1206;1200;42;5.2;0.876190476;148.5714286;1083;12150;262.7;186.5;0.290064713;8625.713742;209.9;148.9;52.8;37.6
BMLE;P83;Control;D5;31;harvest;;07/07/2007;;30/05/2007;;;A;135;3800;156;47.2;0.697435897;1149.74359;630;4600;133.1;43.9;0.670172802;1517.205109;177;182;359;3150;286.6;122.2;0.573621773;1343.091417;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D5;30;harvest;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D5;29;harvest;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D5;28;harvest;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D5;27;harvest;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D5;26;harvest;;02/06/2007;;;;;A;164;5760;138.7;34.2;0.753424658;1420.273973;640;5150;165.9;47.8;0.711874623;1483.84569;192;184;376;2800;212.1;84.2;0.603017445;1111.551155;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D5;25;harvest;;08/06/2007;;;08/06/2007;16/08/2006;F;132;5100;136.6;34.3;0.748901903;1280.600293;680;3280;165.2;48.3;0.707627119;958.9830508;182;191;373;3500;230;100.7;0.562173913;1532.391304;12678;6839;1100;267.5;40.8;0.847476636;167.7757009;3100;200.7;74.3;0.629795715;74.3;520;428;38.4;4.5;0.8828125;50.15625;1192;8050;200.9;136.6;0.320059731;5473.519164;162;108;38.9;28.6
BMLE;P83;Control;D5;24;harvest;;15/06/2007;;30/05/2007;15/06/2007;16/08/2006;F;146;4450;226.2;53.3;0.764367816;1048.563218;615;5500;171.1;41.3;0.75862069;1327.586207;168;160;328;3100;271.5;103.8;0.617679558;1185.19337;15350;7781;1100;253.1;38.1;0.849466614;165.5867246;2950;230.6;63.5;0.724631396;63.5;1100;1300;36.6;4;0.890710383;142.0765027;867;10000;257.3;171.4;0.333851535;6661.484648;211.5;137.8;45.8;33.6
BMLE;P83;Control;D5;23;harvest;;07/07/2007;;;;;A;176;5800;178.2;52.9;0.703142536;1721.773288;653;5100;154.3;48.3;0.686973428;1596.435515;184;192;376;3450;267.3;118.2;0.557800224;1525.589226;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D5;22;harvest;;07/07/2007;;;;;A;178;5500;149.8;44.7;0.701602136;1641.188251;670;4900;174.7;55.3;0.683457355;1551.058958;187;166;353;3200;255.3;110.5;0.567175872;1385.037211;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D5;21;harvest;;;;10/08/2006;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D5;20;harvest;;27/07/2007;;26/07/2007;;;A;170;5800;153.7;50.2;0.67338972;1894.339623;678;4700;96.9;32.8;0.661506708;1590.918473;184;187;371;3170;182.1;84.6;0.535420099;1472.718287;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D5;19;harvest;;03/08/2007;;;;;A;162;5500;157.6;41.5;0.736675127;1448.286802;684;5550;178;56;0.685393258;1746.067416;192;195;387;2550;273.7;117.5;0.570697844;1094.720497;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D5;18;harvest;;02/06/2007;;;02/06/2007;16/08/2006;F;176;6050;222.5;63.4;0.71505618;1723.910112;690;5450;156.6;44.3;0.717113665;1541.730524;181;185;366;3400;264.1;106.3;0.597500947;1368.496782;12800;7394;500;244.5;35.8;0.853578732;73.21063395;2600;160.3;50.1;0.687461011;50.1;87;200;43.4;5.8;0.866359447;26.7281106;958;9500;282.6;192.8;0.317763623;6481.245577;218.9;145.4;63.7;47.4
BMLE;P83;Control;D5;17;harvest;;08/06/2007;;;;;A;125;5150;180.1;44.1;0.755136036;1261.049417;690;3200;146.1;44;0.698836413;963.7234771;193;195;388;3250;254.4;109.4;0.569968553;1397.602201;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D5;16;harvest;;12/09/2006;;10/08/2006;;;A;137;;162.3;40.1;0.752926679;;690;5130;124.5;36.6;0.706024096;1508.096386;152;172;324;3180;379.1;153.6;0.59482986;1288.441045;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D5;15;harvest;;;23/04/2007;09/01/2007;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D5;14;harvest;;07/07/2007;;09/03/2007;07/07/2007;10/01/2007;F;147;4900;173;49.9;0.711560694;1413.352601;680;4800;168.8;52.2;0.690758294;1484.36019;182;176;358;3320;268.3;116.6;0.565411852;1442.83265;22760;12720;1900;224.6;34;0.848619768;287.6224399;4600;207.1;71.5;0.654756156;71.5;641;760;46.7;6.3;0.86509636;102.5267666;1331;15500;241.7;167.5;0.306992139;10741.62185;198.8;135.7;42.9;31.8
BMLE;P83;Control;D5;13;harvest;;;11/07/2007;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D5;12;harvest;;20/07/2007;23/03/2007;07/05/2007;20/07/2007;09/03/2007;F;;;;;;;;;;;;;;;;;;;;;18700;10358;1100;194;28.8;0.851546392;163.2989691;3150;129;43.9;0.659689922;43.9;1046;1550;26.2;3.1;0.881679389;183.3969466;1050;12900;253.7;175.8;0.307055577;8938.983051;206.8;140.8;46.9;35
BMLE;P83;Control;D5;11;harvest;;03/08/2007;;09/03/2007;03/08/2007;25/01/2007;F;144;5400;139.2;36.8;0.735632184;1427.586207;641;5000;133.4;39.4;0.704647676;1476.761619;179;184;363;2850;213.2;89.8;0.57879925;1200.422139;21550;12390;1200;184.3;27.4;0.851329354;178.4047748;3650;156.4;48.4;0.690537084;48.4;448;1000;46.2;5.5;0.880952381;119.047619;1662;15700;243.6;170.1;0.301724138;10962.93103;200.1;137.4;43.5;32.7
BMLE;P83;Control;D5;10;harvest;;03/01/2008;;05/09/2007;07/07/2007;15/02/2007;F;171;4950;189.9;45.9;0.758293839;1196.445498;626;4400;163.3;43.2;0.735456216;1163.992652;180;170;350;3200;147.9;63.6;0.569979716;1376.064909;13760;6887;1000;204.2;33.7;0.83496572;165.0342801;3500;193.8;59.5;0.692982456;59.5;1125;1200;27.8;3.4;0.877697842;146.7625899;828;8060;223.9;152.8;0.317552479;5500.527021;179.4;121.7;44.5;31.1
BMLE;P83;Control;D5;9;harvest;;;09/04/2007;15/02/2007;;16/05/2007;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D5;8;harvest;;26/06/2008;;;;23/04/2007;M;;;;;;;568;4050;116.6;37.7;0.676672384;1309.476844;166;169;335;1550;135.1;55;0.592894152;631.0140637;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D5;7;harvest;;16/11/2007;;;;16/05/2007;M;147;5500;170.1;45.8;0.73074662;1480.893592;620;4750;156.2;45.8;0.706786172;1392.765685;144;140;284;3200;141.6;60;0.576271186;1355.932203;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D5;6;harvest;;30/11/2007;;;;30/05/2007;M;148;4350;156.5;50.6;0.676677316;1406.453674;620;4700;123.4;35.5;0.712317666;1352.106969;186;184;370;3200;136.2;59.8;0.560939794;1404.992658;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D5;5;harvest;;30/11/2007;;22/08/2007;;30/05/2007;M;145;4400;151;43.1;0.714569536;1255.89404;654;5000;100.3;29.5;0.705882353;1470.588235;186;182;368;3350;129.1;58.2;0.549186677;1510.224632;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D5;4;harvest;;;;26/07/2007;;28/06/2007;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P83;Control;D5;3;harvest;;03/01/2008;;;04/01/2008;07/05/2007;F;159;5100;145.8;32;0.780521262;1119.341564;635;4700;154.1;39.1;0.746268657;1192.537313;194;196;390;3000;146.4;61.5;0.579918033;1260.245902;21250;11780;1400;233.7;34.7;0.851519042;207.8733419;3650;193.4;64.4;0.667011375;64.4;477;600;60.2;8;0.867109635;79.73421927;1335;15600;156.8;103.3;0.34119898;10277.29592;116.5;74.5;40.3;28.8
BMLE;P83;Control;D5;2;harvest;;03/01/2008;;;16/11/2007;26/07/2007;F;157;5400;220.9;47;0.787234043;1148.93617;620;4900;178.8;42.2;0.763982103;1156.487696;194;191;385;3100;183.2;77.8;0.575327511;1316.484716;19200;9856;1100;213.7;33.2;0.844642022;170.8937763;5000;176.4;54.7;0.689909297;54.7;434;500;42.7;5.7;0.866510539;66.74473068;1104;12600;188.2;120.5;0.359723698;8067.481403;141.8;86.1;46.4;34.4
