Site;Progeny;Treatment;TreeNb;NbLeaf;Status;NewLeafDate;PruningLeafDate;DryLeafDate;BrokenLeafDate;HarvestingBunchDate;SpatheOpeningDate;BunchSex;PetioleLength;PetioleFW;PetSampleFW;PetSampleDW;PetioleWaterContent;PetioleDW;RachisLength;RachisFW;RacSampleFW;RacSampleDW;RachisWaterContent;RachisDW;LeafletNbRigth;LeafletNbLeft;LeafletTotNb;LeafletFW;LeafSampleFW;LeafSampleDW;LeafWaterContent;LeafletDW;BunchFW;BunchDW;PeduncleFW;PedSampleFW;PedSampleDW;PeduncleWaterContent;PeduncleDW;SpikeletFW;SpiSampleFW;SpiSampleDW;SpikeletWaterContent;SpikeletDW;ParthenoFruitNb;ParthenoFruitFW;ParthenoSampleFW;ParthenoSampleDW;ParthenoFruitWaterContent;ParthenoFruitDW;FruitNb;FruitFW;FruitSampleFW;FruitSampleDW;FruitWaterContent;FruitDW;PulpSampleFW;PulpSampleDW;NutSampleFW;NutSampleDW
BMLE;P63;Irrigation;I3;-52;;03/03/2010;27/09/2011;;;15/04/2011;24/11/2010;F;148;5900;261.6;87.1;0.66704893;1964.411315;650;6000;284.7;125.7;0.558482613;2649.10432;212;207;419;3400;246.4;156.7;0.364042208;2162.256494;17570;10185;1230;221;73.5;0.667420814;409.0723982;3690;219;102.9;0.530136986;102.9;685;690;39;9.4;0.758974359;166.3076923;1349;11960;135;88.9;0.341481481;7875.881481;107;68.1;28;20.8
BMLE;P63;Irrigation;I3;-53;;17/03/2010;14/05/2011;;11/05/2011;07/05/2011;24/11/2010;F;150;6100;176.6;54.6;0.690826727;1885.956965;639;6550;208.8;71.3;0.658524904;2236.661877;206;204;410;3700;201.6;90.2;0.552579365;1655.456349;21900;12221;1280;202;45.7;0.773762376;289.5841584;5420;202;79.7;0.605445545;79.7;530;610;39;6;0.846153846;93.84615385;1350;14590;156;103.7;0.33525641;9698.608974;126;81;30;22.7
BMLE;P63;Irrigation;I3;-54;;31/03/2010;01/07/2011;;;01/07/2011;05/01/2011;F;171;8300;225.9;74.1;0.671978752;2722.576361;660;6650;220.4;77.2;0.649727768;2329.310345;208;206;414;3400;228.9;103.4;0.548274356;1535.867191;18980;10691;1200;226;52.5;0.767699115;278.7610619;4640;203;78.2;0.614778325;78.2;625;800;39;5.9;0.848717949;121.025641;1292;12340;138;95.1;0.310869565;8503.869565;112;73.5;26;21.6
BMLE;P63;Irrigation;I3;-55;;28/04/2010;;;;23/07/2011;02/02/2011;F;;;;;;;;;;;;;;;;;;;;;19750;10656;1540;204;32.5;0.840686275;245.3431373;4700;230;82;0.643478261;82;215;300;40;6;0.85;45;1420;13210;128;84.2;0.3421875;8689.703125;104;65.9;24;18.3
BMLE;P63;Irrigation;I3;-56;;12/05/2010;;;;;16/02/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-57;;26/05/2010;;;;;16/03/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-58;;09/06/2010;;;;;16/03/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-59;;23/06/2010;17/09/2011;;;07/09/2011;16/03/2011;F;157.5;7450;224.6;47.3;0.789403384;1568.944791;680;6950;222.6;57.1;0.743486074;1782.771788;210;208;418;3850;189.5;80.1;0.577308707;1627.361478;21560;12825;1250;249;64.5;0.740963855;323.7951807;3620;238;110;0.537815126;110;440;620;42;9.2;0.780952381;135.8095238;1807;16070;130;86.5;0.334615385;10692.73077;105;66.6;25;19.9
BMLE;P63;Irrigation;I3;-60;;21/07/2010;27/09/2011;;;27/09/2011;30/03/2011;F;157;6950;251.3;91.5;0.635893355;2530.541186;630;7000;287.3;109.8;0.617821093;2675.252349;216;212;428;4750;258.5;147.5;0.429400387;2710.348162;19160;13016;1000;218;138.2;0.366055046;633.9449541;3710;209;147.1;0.296172249;147.1;540;710;41;16;0.609756098;277.0731707;1490;13740;122;84.3;0.309016393;9494.114754;97;63.1;25;21.2
BMLE;P63;Irrigation;I3;-61;;04/08/2010;;;;;13/04/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-62;;01/09/2010;;;;;25/05/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-63;;15/09/2010;;;;;08/06/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-64;;25/09/2010;;;;;22/06/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-65;;27/10/2010;;;;;06/07/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-66;;10/11/2010;;;;;04/08/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-67;;24/11/2010;;;;;07/09/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-68;;22/12/2010;;;;;07/09/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-69;;05/01/2011;;;;;06/10/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-70;;19/01/2011;;;;;02/11/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-71;;02/02/2011;;;;;02/11/2011;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-72;;02/03/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-73;;16/03/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-74;;30/03/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-75;;27/04/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-76;;11/05/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-77;;25/05/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-78;;08/06/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-79;;06/07/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-80;;20/07/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-81;;04/08/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-82;;07/09/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-83;;21/09/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-84;;06/10/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-85;;19/10/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I3;-86;;02/11/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;37;;;01/10/2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;29;;;29/02/2008;;;;;;141;5900;232.2;62.3;0.731696813;1582.988803;637;6200;183.9;50.8;0.723762915;1712.669929;201;200;401;3600;243.5;83.8;0.655852156;1238.932238;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;25;pruning;;;17/11/2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;24;;;;;;08/02/2008;;;;;;;;;;;;;;;;;;;;;;;7060;2528;1250;167.7;22.2;0.867620751;165.4740608;4300;106.2;33.9;0.68079096;33.9;102;60;54.4;6.9;0.873161765;7.610294118;1180;1450;190.6;129.1;0.322665268;982.135362;158.4;107.1;32.2;22
BMLE;P63;Irrigation;I4;23;;;01/02/2008;;;;;;141;6740;167.3;35.9;0.785415421;1446.30006;543;5900;189.6;46.1;0.75685654;1434.546414;160;164;324;2400;192.5;74.3;0.614025974;926.3376623;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;22;;;08/02/2008;;;;;;157;5600;221;52.3;0.763348416;1325.248869;625;6100;184.8;46.1;0.750541126;1521.699134;184;186;370;3750;107.2;40.6;0.621268657;1420.242537;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;21;;;29/02/2008;;;;;;142;5750;182.5;45.2;0.752328767;1424.109589;635;5700;165.3;42.7;0.741681791;1472.413793;198;196;394;2600;239.7;81.1;0.661660409;879.682937;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;20;;;22/03/2008;;;;;;146;5850;207.1;52.5;0.746499276;1482.979237;638;6500;196.1;49.4;0.74808771;1637.429883;182;188;370;2200;161.2;62.7;0.611042184;855.707196;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;19;;;02/05/2008;;;;;;;;;;;;619;5900;211.2;54.1;0.743844697;1511.316288;192;195;387;3650;103.6;41.3;0.601351351;1455.067568;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;18;;;10/05/2008;;;01/02/2008;;;;;;;;;649;6000;190.5;47.7;0.749606299;1502.362205;182;180;362;3650;193.6;70.7;0.63481405;1332.928719;21950;11951;1400;169.4;21.8;0.871310508;180.1652893;4900;193.6;61;0.684917355;61;472;750;35.4;4.5;0.872881356;95.33898305;1587;14900;183.1;124.5;0.320043692;10131.34899;156.4;104.2;26.7;20.3
BMLE;P63;Irrigation;I4;17;;;08/11/2008;;;;;;;;;;;;650;7020;150.5;39.1;0.740199336;1823.800664;192;190;382;2840;90.2;36.2;0.598669623;1139.778271;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;16;;;31/05/2008;;;29/02/2008;;;;;;;;;592;5900;100;22.1;0.779;1303.9;198;196;394;3300;151.1;46.3;0.69358041;1011.184646;22900;11918;2500;208.4;28;0.865642994;335.8925144;5100;171.3;53.9;0.685347344;53.9;794;1400;82;10.1;0.876829268;172.4390244;1393;13900;209.1;147.5;0.294595887;9805.117169;177.6;125.2;31.5;22.3
BMLE;P63;Irrigation;I4;15;pruning;;;17/11/2008;16/10/2008;22/03/2008;;;;;;;;;;;;;;;;;;;;;;;22750;12434;750;158.9;24.2;0.847702958;114.2227816;6600;134.8;43.2;0.679525223;43.2;485;750;74.4;9.1;0.877688172;91.73387097;1655;14650;197.6;136.4;0.309716599;10112.65182;166.9;114.2;30.7;22.2
BMLE;P63;Irrigation;I4;14;;;04/07/2008;;;09/05/2008;;;;;;;;;595;5600;260.2;61.9;0.762106072;1332.205995;198;196;394;3400;101.6;38.6;0.62007874;1291.732283;16400;7913;1450;171.2;20.5;0.880257009;173.6273364;5200;126.2;37.2;0.705229794;37.2;274;550;50.4;6.4;0.873015873;69.84126984;1023;9200;174.2;116.2;0.332950631;6136.854191;142.5;93.3;31.7;22.9
BMLE;P63;Irrigation;I4;13;harvesting;;27/01/2009;;;10/05/2008;;;;;;;;;607;5800;132.4;32.7;0.753021148;1432.477341;198;200;398;3240;72.1;27.8;0.614424411;1249.26491;19550;10107;1750;279.8;37.1;0.867405289;232.0407434;5900;126;43.1;0.657936508;43.1;398;500;54.6;11.6;0.787545788;106.2271062;1435;11400;199.6;135.7;0.320140281;7750.400802;172.3;116.3;27.3;19.4
BMLE;P63;Irrigation;I4;12;;;15/08/2008;;;;;A;;;;;;;645;5900;179.6;36.9;0.79454343;1212.193764;189;192;381;3300;151.7;71.8;0.526697429;1561.898484;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;11;dry;;16/03/2009;18/02/2009;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;10;;;09/10/2008;;;;02/01/2008;M;;;;;;;596;5920;226.7;67.7;0.701367446;1767.90472;200;194;394;3440;110;43.7;0.602727273;1366.618182;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;9;;;08/11/2008;;;04/07/2008;02/01/2008;F;;;;;;;590;6700;214.5;47.4;0.779020979;1480.559441;194;196;390;3800;127.5;46.7;0.63372549;1391.843137;23650;13119.93;1450;205.5;27.1;0.868126521;191.216545;5300;217;63.8;0.705990783;63.8;250;300;24.9;2.7;0.891566265;32.53012048;2052;16600;179.5;122.6;0.316991643;11337.93872;152;103.9;27.5;18.7
BMLE;P63;Irrigation;I4;8;dry;;;07/01/2009;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;7;;;16/03/2009;;;15/08/2008;27/02/2008;F;137;5860;162.2;37.2;0.770653514;1343.970407;617;5820;123.2;32;0.74025974;1511.688312;192;198;390;3580;94.9;35.7;0.623814542;1346.743941;22150;12127.23;1650;191.2;23.9;0.875;206.25;5000;142.4;47.3;0.667837079;47.3;462;800;45;5.7;0.873333333;101.3333333;1437;14700;162.5;112.3;0.308923077;10158.83077;135.1;93.2;27.4;19.1
BMLE;P63;Irrigation;I4;6;dry;;;04/03/2009;;;25/04/2008;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;5;dry;;;04/03/2009;;09/10/2008;10/04/2008;F;;;;;;;;;;;;;;;;;;;;;15740;7808.12;1340;257.7;35.1;0.863795111;182.5145518;4000;154.7;52.4;0.661279897;52.4;885;1500;39.9;4.7;0.882205514;176.6917293;810;8900;256.6;175.7;0.315276695;6094.037412;218.6;148.3;38;27.4
BMLE;P63;Irrigation;I4;4;dry;;;15/04/2009;;08/11/2008;08/05/2008;F;;;;;;;;;;;;;;;;;;;;;13550;7539.08;800;155.8;23;0.85237484;118.1001284;3200;157.6;50.7;0.678299492;50.7;430;650;58.9;26.7;0.546689304;294.6519525;850;8900;208.6;142.9;0.314956855;6096.883988;185;125.8;23.6;17.1
BMLE;P63;Irrigation;I4;3;dry;;;15/06/2009;;;27/03/2008;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;2;dry;;;15/04/2009;;;18/06/2008;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;1;dry;;;15/06/2009;;;03/07/2008;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-1;;12/09/2007;;;;;03/07/2008;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-2;dry;26/09/2007;;12/05/2009;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-3;dry;24/10/2007;;15/04/2009;;;31/07/2008;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-4;dry;24/10/2007;;12/05/2009;;;13/08/2008;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-5;dry;22/11/2007;;19/08/2009;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-6;;05/12/2007;;;;;11/09/2008;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-7;dry;19/12/2007;;09/07/2009;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-8;;02/01/2008;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-9;dry;16/01/2008;;19/08/2009;;;16/10/2008;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-10;;13/02/2008;26/06/2009;;;26/06/2009;24/12/2008;F;129;5500;135.1;29;0.785344189;1180.606958;621;6420;117.2;29.9;0.744880546;1637.866894;198;202;400;3020;61.3;23.1;0.623164763;1138.042414;26820;15066.04;1820;154.3;20.9;0.864549579;246.5197667;5420;132.2;47.9;0.637670197;47.9;671;1420;52.9;8.2;0.844990548;220.1134216;1645;18160;249.5;173.6;0.304208417;12635.57515;214.4;148.1;35.1;25.5
BMLE;P63;Irrigation;I4;-11;;27/02/2008;;;;;21/01/2009;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-12;dry;13/03/2008;;31/10/2009;;;27/11/2008;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-13;dry;27/03/2008;;31/10/2009;;;10/12/2008;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-14;dry;10/04/2008;;31/10/2009;;;10/12/2008;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-15;dry;25/04/2008;;31/10/2009;;;04/02/2009;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-16;dry;08/05/2008;;30/09/2009;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-17;dry;22/05/2008;;31/10/2009;;;04/02/2009;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-18;dry;18/06/2008;;14/10/2009;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-19;dry;03/07/2008;;14/10/2009;;;18/03/2009;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-20;;16/07/2008;20/03/2010;;;;;A;147.5;5220;177;41.3;0.766666667;1218;552.5;5940;145.6;37.1;0.745192308;1513.557692;147;150;297;3000;157.4;60.1;0.618170267;1145.489199;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-21;;31/07/2008;28/11/2009;;;;;A;154;6220;87.9;16.2;0.815699659;1146.348123;644;5920;87.4;20.9;0.760869565;1415.652174;198;193;391;4220;78.3;29.2;0.627075351;1573.742018;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-22;harvest;13/08/2008;19/12/2009;14/10/2009;;;29/04/2009;F;151;5640;99;20.2;0.795959596;1150.787879;594;6780;82.7;20.8;0.748488513;1705.247884;186;190;376;4100;73;21.6;0.704109589;1213.150685;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-23;dry;27/08/2008;;;;;13/05/2009;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-24;;24/09/2008;05/06/2010;;;;27/05/2009;M;142.5;5680;370.5;210.3;0.432388664;3224.032389;664;3075;270.5;68.8;0.745656192;782.1072089;201;195;396;4020;307.5;270.5;0.120325203;3536.292683;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-25;dry;16/10/2008;;23/06/2010;;;27/05/2009;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-26;dry;16/10/2008;;14/04/2010;;28/11/2009;24/06/2009;F;;;;;;;;;;;;;;;;;;;;;26920;13186.4;1560;105;14.2;0.864761905;210.9714286;6620;73;24.5;0.664383562;24.5;1376;2540;43;5.6;0.869767442;330.7906977;1300;16200;189;121.6;0.356613757;10422.85714;154;98.5;35;23.1
BMLE;P63;Irrigation;I4;-27;dry;13/11/2008;;;;19/12/2009;24/06/2009;F;;;;;;;;;;;;;;;;;;;;;26060;13238.61;1580;102;14;0.862745098;216.8627451;6700;83;26.9;0.675903614;26.9;1172;2280;56;8.3;0.851785714;337.9285714;1300;15500;202;137;0.321782178;10512.37624;169;114.5;33;22.5
BMLE;P63;Irrigation;I4;-28;;27/11/2008;20/03/2010;;;;;A;151.2;6580;135.1;28.5;0.789045152;1388.082902;564.5;7140;142.1;34.5;0.75721323;1733.497537;164;163;327;3840;219.1;86.4;0.605659516;1514.267458;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-29;dry;10/12/2008;10/04/2010;16/09/2009;;;05/08/2009;M;149.7;7000;221.7;42.7;0.807397384;1348.218313;679;7440;183.3;51.4;0.719585379;2086.284779;199;195;394;4600;159.6;59.8;0.625313283;1723.558897;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-30;;24/12/2008;01/05/2010;;;;;A;150;6960;138.5;30.3;0.781227437;1522.65704;678;7440;128.5;33.8;0.736964981;1956.980545;198;196;394;4640;186.3;70.1;0.623725174;1745.915191;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-31;dry;07/01/2009;;15/10/2010;;;02/09/2009;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-32;;21/01/2009;05/06/2010;;;;16/09/2009;F;143;6800;360.8;210.4;0.416851441;3965.4102;671;7440;370.5;250.5;0.32388664;5030.283401;202;197;399;4480;340.8;275.3;0.192194836;3618.967136;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-33;dry;04/02/2009;;;;20/03/2010;30/09/2009;F;;;;;;;;;;;;;;;;;;;;;20460;10322.15;1160;120;16.2;0.865;156.6;5900;80;28.4;0.645;28.4;1132;2800;51;10.7;0.790196078;587.4509804;897;10600;250;176.5;0.294;7483.6;226;158.7;24;17.8
BMLE;P63;Irrigation;I4;-34;;18/02/2009;;24/11/2010;;10/04/2010;28/10/2009;F;;;;;;;;;;;;;;;;;;;;;18840;9957.71;1820;110;16.7;0.848181818;276.3090909;4000;86;50.2;0.41627907;50.2;1665;2420;44;5.9;0.865909091;324.5;825;10600;277;183.5;0.337545126;7022.021661;241;157.8;36;25.7
BMLE;P63;Irrigation;I4;-35;dry;04/03/2009;;23/06/2010;;01/05/2010;11/11/2009;F;;;;;;;;;;;;;;;;;;;;;19320;10636.44;1400;69;62;0.101449275;1257.971014;5440;63;20;0.682539683;20;1330;2040;44;5.8;0.868181818;268.9090909;700;10440;252;178.2;0.292857143;7382.571429;218;153.8;34;24.4
BMLE;P63;Irrigation;I4;-36;;01/04/2009;12/06/2010;;;;;A;128;6380;217.6;175.3;0.194393382;5139.770221;640;7060;217.5;125.2;0.424367816;4063.963218;203;202;405;4700;253;135.2;0.465612648;2511.620553;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-37;dry;15/04/2009;15/04/2011;;;05/06/2010;09/12/2009;F;;;;;;;;;;;;;;;;;;;;;17340;8257.67;1420;209;99;0.526315789;672.6315789;5140;207;115;0.444444444;115;1640;2440;55;5.8;0.894545455;257.3090909;663;8340;207;111;0.463768116;4472.173913;172;98;35;13
BMLE;P63;Irrigation;I4;-38;dry;29/04/2009;15/04/2011;;;;23/12/2009;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-39;dry;13/05/2009;27/11/2010;27/11/2010;;;06/01/2010;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-40;;27/05/2009;23/10/2010;23/10/2010;;;03/02/2010;M;144;6780;200.8;75.5;0.624003984;2549.252988;607;6200;216.8;93.2;0.570110701;2665.313653;198;200;398;2820;206.1;91.5;0.556040757;1251.965066;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-41;dry;10/06/2009;15/10/2010;15/10/2010;;;03/03/2010;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-42;dry;24/06/2009;18/06/2011;18/06/2011;;;17/03/2010;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMLE;P63;Irrigation;I4;-43;;09/07/2009;10/12/2010;;;;14/04/2010;M;138.5;6500;215.9;80;0.629458082;2408.522464;613;6800;295;104.5;0.645762712;2408.813559;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
