Site;Progeny;Treatment;TreeNb;NbLeaf;Status;NewLeafDate;PruningLeafDate;DryLeafDate;BrokenLeafDate;HarvestingBunchDate;SpatheOpeningDate;BunchSex;RachisLength;RachisFW;RacSampleFW;RacSampleDW;RachisWaterContent;RachisDW;LeafletNbRigth;LeafletNbLeft;LeafletTotNb;LeafletFW;LeafSampleFW;LeafSampleDW;LeafletWaterContent;LeafletDW;BunchFW;BunchDW;PeduncleFW;PedSampleFW;PedSampleDW;PeduncleWaterContent;PeduncleDW;SpikeletFW;SpiSampleFW;SpiSampleDW;SpikeletWaterContent;SpikeletDW;ParthenoFruitNb;ParthenoFruitFW;ParthenoSampleFW;ParthenoSampleDW;ParthenoFruitWaterContent;ParthenoFruitDW;FruitNb;FruitFW;FruitSampleFW;FruitSampleDW;FruitWaterContent;FruitDW;PulpSampleFW;PulpSampleDW;NutSampleFW;NutSampleDW
PHLE;P1;Irrigation;T3;-51;leaflets were broke;07/12/2007;09/09/2009;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T6;-51;Harvest;07/12/2007;10/09/2009;;;;03/09/2008;M;419.3;1135;100.2;16.3;0.837325349;184.6357285;151;154;305;290;100.2;48.7;0.513972056;140.9481038;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T4;-46;Broken;07/12/2007;09/09/2009;;;;19/08/2008;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T4;-45;Harvest;07/12/2007;15/05/2009;;;05/02/2009;19/08/2008;F;441.6;2071;100;30.1;0.699;623.371;145;142;287;;;;;;;;1230;50.2;8.5;0.830677291;208.2669323;2692;50.1;21;0.580838323;1128.383234;123;397;59.3;13.1;0.779089376;87.70151771;768;9913;413.7;309.9;0.250906454;7425.764322;334.5;244.2;79.2;65.7
PHLE;P1;Control;T5;-124;;18/08/2009;01/03/2011;;;;20/05/2010;M;532.4;2850;100;18;0.82;513;158;148;306;1887;100;39;0.61;735.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T5;-123;;18/08/2009;01/03/2011;;;;20/05/2010;M;512.4;2878;100;18;0.82;518.04;160;164;324;1897;100;42;0.58;796.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T5;-122;;30/07/2009;01/03/2011;;;;20/05/2010;M;517;2852;100;18;0.82;513.36;167;174;341;1873;100;41;0.59;767.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T6;-111;Harvest;01/06/2009;01/03/2011;;;20/09/2010;18/03/2010;F;534.8;3160;100;18;0.82;568.8;172;168;340;1964;100;40;0.6;785.6;;;823;51;10;0.803921569;161.372549;1051;51;17;0.666666667;350.3333333;257;320;64;11;0.828125;55;762;8664;516;345;0.331395349;5792.790698;516;297;58;48
PHLE;P1;Control;T3;-111;leaflets were broke;18/08/2009;25/03/2011;;;28/09/2010;31/03/2010;F;551.6;2853;100;18;0.82;513.54;160;164;324;1824;100;40;0.6;729.6;;;102;50;9;0.82;18.36;1210;51;18;0.647058824;427.0588235;288;864;64;6;0.90625;81;547;7864;488;364.7;0.252663934;5877.05082;405;299.3;83;65.4
PHLE;P1;Control;T6;-110;leaflets were broke;01/06/2009;17/02/2010;;14/12/2009;28/09/2010;18/03/2010;F;536.2;3109;100;22;0.78;683.98;160;158;318;2416;100;43;0.57;1038.88;;;955;50;5;0.9;95.5;1429;52;18;0.653846154;494.6538462;332;570;26;5;0.807692308;109.6153846;545;3533;470;272.9;0.419361702;2051.395106;467;236;46;36.9
PHLE;P1;Control;T2;-111;leaflets were broke;16/07/2009;25/03/2011;;;12/10/2010;18/03/2010;F;563.2;2269;100;18;0.82;408.42;163;167;330;1349;100;39;0.61;526.11;;;599;50;8;0.84;95.84;812;51;16;0.68627451;254.745098;125;252;45;12;0.733333333;67.2;471;8142;613;493.9;0.194290375;6560.087765;568;457;45;36.9
PHLE;P1;Control;T3;-110;leaflets were broke;30/07/2009;15/03/2011;;;20/09/2010;18/03/2010;F;546.2;2109;100;20;0.8;421.8;163;166;329;1029;100;41;0.59;421.89;;;1748;50;6;0.88;209.76;4274;50;14;0.72;1196.72;352;582;40;10;0.75;145.5;671;7687;507;322;0.364891519;4882.078895;458;286.3;49;35.7
PHLE;P1;Control;T4;-111;;30/07/2009;15/03/2011;;;28/09/2010;18/03/2010;F;512;3662;100;18;0.82;659.16;158;160;318;1829;100;42;0.58;768.18;;;870;50;10;0.8;174;1482;52;16;0.692307692;456;346;604;61;10;0.836065574;99.01639344;678;6478;617;386.7;0.373257699;4060.036629;569;348;48;38.7
PHLE;P1;Control;T6;-109;Harvest;19/05/2009;09/02/2011;;;28/09/2010;17/02/2010;F;428.2;2787;100;20;0.8;557.4;123;125;248;1523;100;40;0.6;609.2;;;889;50;6;0.88;106.68;1662;51;15;0.705882353;488.8235294;280;407;35;8;0.771428571;93.02857143;664;7821;560;252.1;0.549821429;3520.846607;389;219.7;63;32.4
PHLE;P1;Control;T2;-110;leaflets were broke;16/07/2009;15/03/2011;;;05/10/2010;17/02/2010;F;538;2643;100;8;0.92;211.44;165;168;333;1880;100;40;0.6;752;;;609;52;11;0.788461538;128.8269231;1160;51;11;0.784313725;250.1960784;195;232;46;11;0.760869565;55.47826087;635;8221;867;412.2;0.524567474;3908.530796;826;379;41;33.2
PHLE;P1;Control;T4;-110;;16/07/2009;13/02/2010;;30/01/2010;20/09/2010;18/03/2010;F;542;2784;100;22;0.78;612.48;160;164;324;1529;100;43;0.57;657.47;;;1421;50;12;0.76;341.04;3027;51;16;0.68627451;949.6470588;307;623;50;7;0.86;87.22;516;6628;566;343;0.393992933;4016.614841;514;307;52;36
PHLE;P1;Control;T1;-104;;30/07/2009;03/05/2011;;;;;A;540;3885;100;19;0.81;738.15;143;139;282;1967;100;44;0.56;865.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T1;-103;;16/07/2009;03/05/2011;;;;03/03/2010;F;601.6;3427;100;18;0.82;616.86;164;167;331;1879;100;42;0.58;789.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T5;-121;;16/07/2009;01/03/2011;;;08/11/2010;01/05/2010;F;454.8;2914;100;18;0.82;524.52;154;150;304;1778;100;38;0.62;675.64;;;410;54;10;0.814814815;75.92592593;820;51;16;0.68627451;257.254902;105;392;46;12;0.739130435;102.2608696;322;3705;532;319.6;0.39924812;2225.785714;449;255.3;83;64.3
PHLE;P1;Control;T6;-108;Harvest;19/05/2009;09/02/2011;;;24/08/2010;17/02/2010;F;352.4;2525;100;20;0.8;505;96;99;195;968;100;39;0.61;377.52;;;982;50;5;0.9;98.2;1002;50;13;0.74;260.52;309;406;37;4;0.891891892;43.89189189;773;9714;567;365.4;0.355555556;6260.133333;567;321.2;56;44.2
PHLE;P1;Control;T3;-109;;16/07/2009;28/02/2011;;;20/09/2010;18/03/2010;F;519.4;3035;100;18;0.82;546.3;160;152;312;1663;100;41;0.59;681.83;;;1147;51;11;0.784313725;247.3921569;2579;52;14;0.730769231;694.3461538;317;697;45;4;0.911111111;61.95555556;420;6548;559;326;0.416815742;3818.690519;512;286;47;40
PHLE;P1;Control;T2;-109;;29/06/2009;28/02/2011;;;19/08/2010;17/02/2010;F;503.6;1674;100;19;0.81;318.06;159;155;314;1447;100;38;0.62;549.86;;;491;50;10;0.8;98.2;1042;50;17;0.66;354.28;254;350;38;17;0.552631579;156.5789474;793;10316;513;304.5;0.406432749;6123.239766;458;263.5;55;41
PHLE;P1;Control;T4;-109;;29/06/2009;08/02/2011;;;20/09/2010;27/02/2010;F;404.6;2523;100;17;0.83;428.91;136;139;275;915;100;38;0.62;347.7;;;1427;50;7;0.86;199.78;2487;50;18;0.64;895.32;207;587;59;8;0.86440678;79.59322034;561;5294;567;431;0.239858907;4024.186949;515;385;52;46
PHLE;P1;Control;T1;-102;;29/06/2009;07/04/2011;;;;;A;567.2;3014;100;18;0.82;542.52;163;167;330;1402;100;41;0.59;574.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T2;-56;Broken;31/12/2007;15/07/2009;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T5;-55;Harvest;31/12/2007;15/07/2009;;;;;A;475.4;2106;100;19.4;0.806;408.564;143;149;292;1557;100.1;42.2;0.578421578;656.3976024;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T3;-53;Harvest;31/12/2007;09/09/2009;;;10/06/2009;01/12/2008;F;452.8;2043;100.2;19.9;0.801397206;405.745509;144;149;293;1314;100.4;43;0.571713147;562.7689243;;;459;50;10;0.8;91.8;796;50;12.5;0.75;199;86;114;;;;;443;4941;362.1;244.2;0.325600663;3332.207125;276.1;191;63.5;53.2
PHLE;P1;Irrigation;T1;-52;Harvest;31/12/2007;11/07/2009;;;20/02/2009;03/09/2008;F;405.2;1200;100.1;18.5;0.815184815;221.7782218;143;146;289;1274;100.1;41.9;0.581418581;533.2727273;;;210;50;7.6;0.848;31.92;498;50.1;18.3;0.634730539;181.9041916;94;115;37;12.3;0.667567568;38.22972973;102;287;90.9;64.4;0.291529153;203.3311331;74.3;51.2;16.6;13.2
PHLE;P1;Irrigation;T6;-52;Harvest;31/12/2007;10/09/2009;;;;03/09/2008;M;197.2;1134;100.4;17.6;0.824701195;198.7888446;130;136;266;262;100.3;41.3;0.588235294;107.8823529;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T4;-47;Broken;31/12/2007;09/09/2009;;;;19/08/2008;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T5;-120;;29/06/2009;09/02/2011;;;02/11/2010;01/05/2010;F;408.6;2446;100;19;0.81;464.74;154;150;304;939;100;38;0.62;356.82;;;492;52;11;0.788461538;104.0769231;905;51;15;0.705882353;266.1764706;251;571;35;11;0.685714286;179.4571429;506;4334;767;456.2;0.405215124;2577.797653;680;389;87;67.2
PHLE;P1;Control;T5;-119;;16/06/2009;09/02/2011;;;26/10/2010;01/04/2010;F;492;3018;100;18;0.82;543.24;155;152;307;2043;100;39;0.61;796.77;;;448;50;13;0.74;116.48;879;51;23;0.549019608;396.4117647;325;560;43;19;0.558139535;247.4418605;497;6718;599;431.5;0.279632721;4839.427379;509;363;90;68.5
PHLE;P1;Control;T6;-107;Harvest;30/04/2009;09/02/2011;;;17/07/2010;30/01/2010;F;503.4;2867;100;17;0.83;487.39;147;150;297;1627;100;39;0.61;634.53;;;724;50;6;0.88;86.88;1570;50;16;0.68;502.4;309;821;35;9;0.742857143;211.1142857;608;5315;467;331.3;0.290578158;3770.577088;467;289.2;44;42.1
PHLE;P1;Control;T6;-106;Harvest;16/04/2009;09/02/2011;;;;28/12/2009;M;519;2766;100;20;0.8;553.2;153;157;310;1889;100;38;0.62;717.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T2;-108;;16/06/2009;28/02/2011;;;09/08/2010;17/02/2010;F;501.6;1662;100;18;0.82;299.16;148;143;291;1406;100;40;0.6;562.4;;;1188;50;10;0.8;237.6;1501;50;18;0.64;540.36;217;628;41;7;0.829268293;107.2195122;368;9217;512;422;0.17578125;7596.824219;423;345;89;77
PHLE;P1;Control;T3;-108;leaflets were broke;29/06/2009;08/02/2011;;;16/09/2010;27/02/2010;F;488;2461;100;18;0.82;442.98;165;168;333;936;100;38;0.62;355.68;;;1014;52;9;0.826923077;175.5;1216;51;21;0.588235294;500.7058824;174;205;39;13;0.666666667;68.33333333;883;9850;515;324;0.370873786;6196.893204;463;282;52;42
PHLE;P1;Control;T4;-108;;29/06/2009;08/02/2011;;;16/09/2010;17/02/2010;F;524.2;2425;100;17;0.83;412.25;162;165;327;1178;100;40;0.6;471.2;;;800;50;9;0.82;144;926;51;16;0.68627451;290.5098039;227;274;83;16;0.807228916;52.81927711;625;7453;538;342;0.364312268;4737.780669;485;301;53;41
PHLE;P1;Control;T2;-107;leaflets were broke;16/06/2009;01/02/2011;;;27/07/2010;30/01/2010;F;532.2;2385;100;20;0.8;477;166;169;335;1634;100;40;0.6;653.6;;;881;50;9;0.82;158.58;1031;50;19;0.62;391.78;317;376;42;10;0.761904762;89.52380952;758;8120;461;271.5;0.411062907;4782.169197;401;222.8;60;48.7
PHLE;P1;Control;T4;-107;;16/06/2009;17/02/2010;;17/02/2010;24/08/2010;17/02/2010;F;516.2;2639;100;20;0.8;527.8;152;166;318;1878;100;44;0.56;826.32;;;826;50;8;0.84;132.16;1713;50;13;0.74;445.38;157;204;65;10;0.846153846;31.38461538;703;9508;729;416.5;0.42866941;5432.211248;681;376.5;48;40
PHLE;P1;Irrigation;T2;-59;Harvest;17/01/2008;09/06/2009;;;;;A;412;1441;100;16.2;0.838;233.442;135;141;276;1172;100;37.9;0.621;444.188;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T2;-58;Harvest;17/01/2008;09/06/2009;;;;;A;336.6;1373;100;14.9;0.851;204.577;113;116;229;938;100;37.5;0.625;351.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T1;-101;leaflets were broke;16/06/2009;25/03/2011;;;;;A;496;2956;100;18;0.82;532.08;150;154;304;1245;100;41;0.59;510.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T2;-57;Harvest;17/01/2008;09/06/2009;;;;;A;401.6;1416;100;15.9;0.841;225.144;120;127;247;926;100;39.3;0.607;363.918;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T5;-57;Broken;17/01/2008;09/09/2009;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T5;-56;Harvest;17/01/2008;09/09/2009;;;;;A;253.6;1676;100.2;17.8;0.822355289;297.7325349;78;81;159;686;100.3;40.3;0.598205384;275.6311067;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T3;-55;Harvest;17/01/2008;09/09/2009;;;16/06/2009;16/12/2008;F;426.4;2083;100.2;16.3;0.837325349;338.8512974;138;142;280;254;100.4;41.5;0.586653386;104.9900398;;;507;50.4;13.7;0.728174603;137.8154762;1524;50;17.8;0.644;542.544;310;213;47.8;21.2;0.556485356;94.46861925;496;5225;381.7;51.912;0.863997904;710.610951;302.9;;72.1;51.912
PHLE;P1;Irrigation;T1;-54;Harvest;17/01/2008;07/09/2009;;;;;A;380.4;1174;100.3;17.9;0.821535394;209.5174477;140;144;284;789;100;38.7;0.613;305.343;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T3;-54;Harvest;17/01/2008;09/09/2009;;;26/05/2009;01/12/2008;F;379.6;2026;100.4;18.2;0.8187251;367.2629482;145;148;293;1099;100;42.6;0.574;468.174;;;405;50;8.9;0.822;72.09;1323;50;19.2;0.616;508.032;81;412;64.2;18.1;0.718068536;116.1557632;376;2612;332.5;218.4;0.343157895;1715.671579;272.3;179.8;46.2;38.6
PHLE;P1;Irrigation;T6;-54;Broken;17/01/2008;10/09/2009;;;;20/10/2008;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T1;-53;Harvest;17/01/2008;07/09/2009;;;;;A;313.6;1190;100;18.9;0.811;224.91;125;128;253;526;100.2;37.1;0.629740519;194.756487;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T6;-53;Broken;17/01/2008;10/09/2009;;;;20/09/2008;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T4;-49;leaflets were broke;17/01/2008;09/10/2009;;;;20/09/2008;M;229.8;1548;100;17;0.83;263.16;86;83;169;585;100;47;0.53;274.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T4;-48;Harvest;17/01/2008;09/09/2009;;;;03/09/2008;M;433.2;2207;100.4;18.2;0.8187251;400.0737052;148;152;300;1690;100.2;40.6;0.594810379;684.7704591;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T5;-118;;16/06/2009;09/02/2011;;;25/11/2010;01/05/2010;F;503.8;2893;100;19;0.81;549.67;148;145;293;1623;100;38;0.62;616.74;;;346;50;6;0.88;41.52;872;50;16;0.68;279.04;297;382;42;11;0.738095238;100.047619;284;3495;689;403.4;0.414513788;2046.274311;593;328.8;96;74.6
PHLE;P1;Control;T5;-117;;01/06/2009;09/02/2011;18/01/2011;;19/11/2010;01/05/2010;F;467.2;1765;100;19;0.81;335.35;142;140;282;867;100;65;0.35;563.55;;;760;50;11;0.78;167.2;487;52;13;0.75;121.75;138;34;29;11;0.620689655;12.89655172;625;6454;599;394;0.342237062;4245.202003;521;332.4;78;61.6
PHLE;P1;Control;T6;-105;Harvest;16/04/2009;09/02/2011;;03/03/2010;;14/12/2009;M;481.6;2806;100;19;0.81;533.14;145;149;294;1952;100;40;0.6;780.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T2;-106;leaflets were broke;01/06/2009;01/02/2011;;;09/07/2010;15/01/2010;F;513;2165;100;19;0.81;411.35;157;160;317;1221;100;43;0.57;525.03;;;706;51;11;0.784313725;152.2745098;1021;53;17;0.679245283;327.490566;380;1365;60;9;0.85;204.75;751;7143;403.5;247.7;0.386121437;4384.934572;326;175.7;77.5;72
PHLE;P1;Control;T3;-107;leaflets were broke;29/06/2009;08/02/2011;;;19/08/2010;17/02/2010;F;497.6;2885;100;17;0.83;490.45;171;173;344;1704;100;39;0.61;664.56;;;1210;50;7;0.86;169.4;1508;50;16;0.68;482.56;140;323;42;6;0.857142857;46.14285714;894;10572;594;375.9;0.367171717;6690.260606;544;331.3;50;44.6
PHLE;P1;Control;T4;-106;;01/06/2009;08/02/2011;;;27/07/2010;30/01/2010;F;525.4;2916;100;17;0.83;495.72;164;166;330;1429;100;46;0.54;657.34;;;820;50;9;0.82;147.6;917;51;21;0.588235294;377.5882353;424;683;73;11;0.849315068;102.9178082;719;8704;617;384.5;0.376823339;5424.12966;569;346;48;38.5
PHLE;P1;Irrigation;T2;-60;Broken;31/01/2008;09/06/2009;;;10/06/2009;31/12/2008;F;398;1327;100;15.8;0.842;209.666;147;141;288;1097;100;39.4;0.606;432.218;;;353;50.1;10.02;0.8;70.6;671;50;20;0.6;268.4;207;335;20.7;5.175;0.75;83.75;276;3269;404.5;269.8;0.333003708;2180.410878;309.5;204.8;79.8;65
PHLE;P1;Control;T1;-100;leaflets were broke;16/06/2009;25/03/2011;;;27/07/2010;17/02/2010;F;526;2711;100;18;0.82;487.98;156;159;315;1383;100;38;0.62;525.54;;;735;50;10;0.8;147;1423;52;19;0.634615385;519.9423077;342;342;29;6;0.793103448;70.75862069;735;8043;452;272.1;0.39800885;4841.814823;389;219.7;63;52.4
PHLE;P1;Irrigation;T5;-58;Harvest;31/01/2008;09/09/2009;;;23/06/2009;16/12/2008;F;354.3;1986;100.4;10.2;0.898406375;201.7649402;107;109;216;697;100.2;42.4;0.576846307;294.9381238;;;881;50;7.9;0.842;139.198;1343;50.1;16.4;0.672654691;439.6247505;201;246;80.1;6.5;0.918851436;19.96254682;628;6502;406.2;294.3;0.275480059;4710.828656;345.6;242.4;64.6;51.9
PHLE;P1;Irrigation;T1;-56;Harvest;31/01/2008;06/10/2009;;;;;A;379.6;1273;100;17;0.83;216.41;147;151;298;1136;100;46;0.54;522.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T3;-56;Harvest;31/01/2008;09/09/2009;;;;;A;406.2;2195;100.3;17.5;0.82552343;382.9760718;126;129;255;977;100.3;40.1;0.600199402;390.6051844;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T6;-56;Harvest;31/01/2008;09/10/2009;;;13/05/2009;17/11/2008;F;312.8;;;;;;106;102;208;;;;;;;;843;50;7.7;0.846;129.822;1018;50;20;0.6;407.2;121;636;34.6;5.2;0.849710983;95.58381503;786;6215;315.6;232.7;0.262674271;4582.479404;271.6;195.2;44;37.5
PHLE;P1;Irrigation;T1;-55;Harvest;31/01/2008;07/09/2009;;;;;A;397.2;1178;100.5;19.1;0.809950249;223.878607;144;147;291;835;100.3;41.8;0.583250249;347.9860419;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T6;-55;Harvest;31/01/2008;10/09/2009;;;;03/11/2008;M;477;1704;100.3;17.6;0.824526421;299.0069791;128;132;260;1280;100;42.1;0.579;538.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T4;-50;leaflets were broke;31/01/2008;09/10/2009;;;;20/09/2008;M;455.4;2361;100;15;0.85;354.15;152;156;308;1196;100;47;0.53;562.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T5;-116;Broken;01/06/2009;05/01/2011;;;19/11/2010;01/05/2010;F;490;2871;100;23;0.77;660.33;142;146;288;1807;100;51;0.49;921.57;;;476;50;13;0.74;123.76;246;50;14;0.72;68.88;116;254;26;9;0.653846154;87.92307692;168;3946;652;386.5;0.407208589;2339.154908;566;319.5;86;67
PHLE;P1;Control;T5;-115;;19/05/2009;09/12/2010;;;;;A;527.6;2706;100;21;0.79;568.26;175;179;354;1899;100;40;0.6;759.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T6;-104;Harvest;03/04/2009;05/02/2011;;03/03/2010;;01/12/2009;M;456.4;2697;100;22;0.78;593.34;135;132;267;1647;100;45;0.55;741.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T2;-105;leaflets were broke;19/05/2009;01/02/2011;;;03/07/2010;15/01/2010;F;509.4;2244;100;19;0.81;426.36;159;161;320;1533;100;38;0.62;582.54;;;920;51;10;0.803921569;180.3921569;271;51;14;0.725490196;74.39215686;425;418;50;10;0.8;83.6;706;9056;558;241.2;0.567741935;3914.529032;494;203.9;64;37.3
PHLE;P1;Control;T3;-106;leaflets were broke;16/06/2009;08/02/2011;;;09/08/2010;17/02/2010;F;498.4;2986;100;18;0.82;537.48;166;169;335;1868;100;40;0.6;747.2;;;575;50;8;0.84;92;1023;50;17;0.66;347.82;407;554;37;6;0.837837838;89.83783784;705;10205;620;377.7;0.390806452;6216.820161;570;337.4;50;40.3
PHLE;P1;Control;T4;-105;;01/06/2009;08/02/2011;;;;30/01/2010;M;486.2;2505;100;18;0.82;450.9;159;162;321;1086;100;38;0.62;412.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T2;-62;Harvest;17/02/2008;15/07/2009;;;16/05/2009;16/12/2008;F;400;1260;100.4;14.8;0.852589641;185.7370518;117;115;232;730;100.2;37.1;0.629740519;270.2894212;;;705;50.3;10.06;0.8;141;1284;50.4;20.16;0.6;513.6;224;341;27;6.75;0.75;85.25;516;5856;395.5;265.585;0.328482933;3932.403944;339.3;220.545;56.3;45.04
PHLE;P1;Irrigation;T2;-61;Harvest;17/02/2008;09/06/2009;;;10/06/2009;01/12/2008;F;398.6;1337;100;15.8;0.842;211.246;136;141;277;1322;100;40.7;0.593;538.054;;;305;50.1;10.02;0.8;61;688;50.2;20.08;0.6;275.2;182;213;;;;;374;4204;;314.5;;;384.2;262.4;63.1;52.1
PHLE;P1;Control;T1;-99;leaflets were broke;01/06/2009;28/02/2011;18/02/2011;;17/07/2010;30/01/2010;F;535.4;1774;100;20;0.8;354.8;157;154;311;868;100;72;0.28;624.96;;;773;51;8;0.843137255;121.254902;1021;51;16;0.68627451;320.3137255;431;431;35;6;0.828571429;73.88571429;806;7206;482;291.9;0.39439834;4363.96556;409;234.2;73;57.7
PHLE;P1;Irrigation;T5;-60;Broken;17/02/2008;09/09/2009;;01/10/2009;23/06/2009;19/01/2009;F;;;;;;;;;;;;;;;;;598;50.2;9.6;0.80876494;114.3585657;1964;50.1;18.6;0.628742515;729.1497006;162;264;50.3;7.6;0.848906561;39.88866799;452;5090;447.1;308.1;0.310892418;3507.557593;377.3;260.9;55.9;47.2
PHLE;P1;Control;T1;-98;leaflets were broke;01/06/2009;28/02/2011;19/10/2010;;15/06/2010;30/01/2010;F;554.2;1732;100;19;0.81;329.08;165;160;325;873;100;70;0.3;611.1;;;655;50;15;0.7;196.5;872;51;14;0.725490196;239.372549;735;735;61;7;0.885245902;84.3442623;628;6904;417;259.2;0.378417266;4291.407194;362;211.8;55;47.4
PHLE;P1;Irrigation;T5;-59;Harvest;17/02/2008;09/09/2009;;;12/06/2009;16/12/2008;F;448.6;2255;100;18.3;0.817;412.665;140;144;284;290;100.4;41.3;0.588645418;119.2928287;;;639;50;8.1;0.838;103.518;1301;50.2;18.2;0.637450199;471.6772908;310;288;82.8;41.1;0.503623188;142.9565217;492;4246;443.2;306;0.309566787;2931.579422;370.3;254.2;65;51.8
PHLE;P1;Irrigation;T1;-58;Harvest;17/02/2008;06/10/2009;;;;;A;402.6;1427;100;16;0.84;228.32;149;146;295;837;100;43;0.57;359.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T3;-58;Harvest;17/02/2008;09/10/2009;;;16/06/2009;16/12/2008;F;467.2;2152;100;16;0.84;344.32;145;148;293;1470;100;48;0.52;705.6;;;435;50;8.4;0.832;73.08;1165;50.2;12.55;0.75;291.25;207;128;43.4;10.85;0.75;32;485;5524;454.6;34.632;0.923818742;420.8252706;396.8;;48.1;34.632
PHLE;P1;Irrigation;T1;-57;Harvest;17/02/2008;06/10/2009;;;;;A;412.6;1354;100;17;0.83;230.18;102;105;207;836;100;43;0.57;359.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T3;-57;Harvest;17/02/2008;09/10/2009;;;09/06/2009;16/12/2008;F;304.2;1877;100;16;0.84;300.32;94;94;188;1142;100;53;0.47;605.26;;;318;50.5;8.4;0.833663366;52.8950495;1045;50.1;6.8;0.864271457;141.8363273;74;134;38.7;4.5;0.88372093;15.58139535;175;1606;354.2;247.9;0.300112931;1124.018634;286.6;200.9;57.2;47
PHLE;P1;Irrigation;T6;-57;Harvest;17/02/2008;09/10/2009;;;13/05/2009;17/11/2008;F;262;2413;100.3;18;0.820538385;433.0408774;88;90;178;461;100;46;0.54;212.06;;;862;50;7.6;0.848;131.024;2001;50;18.7;0.626;748.374;133;612;60.9;15.2;0.750410509;152.7487685;724;6017;578.2;249;0.569353165;2591.202006;532.2;210.4;46;38.6
PHLE;P1;Irrigation;T4;-52;Harvest;17/02/2008;07/11/2009;;;02/05/2009;03/11/2008;F;333.2;2084;100;19;0.81;395.96;108;113;221;1164;100;43;0.57;500.52;;;1085;50.1;7.4;0.852295409;160.259481;3812;50.1;17.9;0.642714571;1361.972056;127;921;59;16.2;0.725423729;252.8847458;866;6166;431.9;313.3;0.274600602;4472.812688;365.8;260.4;66.1;52.9
PHLE;P1;Irrigation;T4;-51;Harvest;17/02/2008;07/11/2009;;;22/04/2009;20/10/2008;M;455;2215;100;18;0.82;398.7;151;154;305;2004;100;44;0.56;881.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T5;-114;;19/05/2009;09/12/2010;;;;;A;524.8;2687;100;20;0.8;537.4;172;176;348;1920;100;41;0.59;787.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
