Site;Progeny;Treatment;TreeNb;NbLeaf;Status;NewLeafDate;PruningLeafDate;DryLeafDate;BrokenLeafDate;HarvestingBunchDate;SpatheOpeningDate;BunchSex;RachisLength;RachisFW;RacSampleFW;RacSampleDW;RachisWaterContent;RachisDW;LeafletNbRigth;LeafletNbLeft;LeafletTotNb;LeafletFW;LeafSampleFW;LeafSampleDW;LeafletWaterContent;LeafletDW;BunchFW;BunchDW;PeduncleFW;PedSampleFW;PedSampleDW;PeduncleWaterContent;PeduncleDW;SpikeletFW;SpiSampleFW;SpiSampleDW;SpikeletWaterContent;SpikeletDW;ParthenoFruitNb;ParthenoFruitFW;ParthenoSampleFW;ParthenoSampleDW;ParthenoFruitWaterContent;ParthenoFruitDW;FruitNb;FruitFW;FruitSampleFW;FruitSampleDW;FruitWaterContent;FruitDW;PulpSampleFW;PulpSampleDW;NutSampleFW;NutSampleDW
PHLE;P1;Control;T3;-168;;02/07/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T2;-167;;02/07/2011;;;;;;;;;;;;;;;;;;;;;6735;3931.634593;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T3;-167;;02/07/2011;;;;;;;;;;;;;;;;;;;;;4388;2393.466444;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T4;-167;;02/07/2011;;;;;;;;;;;;;;;;;;;;;4629;2790.223061;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T5;-183;;02/07/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T6;-168;;02/07/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T2;-166;;14/06/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T3;-166;;14/06/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T4;-166;;30/05/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T5;-182;;02/07/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T1;-156;;02/07/2011;;;;;;;;;;;;;;;;;;;;;3334;1929.681682;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T6;-167;;14/06/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T3;-165;;30/05/2011;;;;;;;;;;;;;;;;;;;;;3303;1954.403067;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T2;-165;;30/05/2011;;;;;;;;;;;;;;;;;;;;;6494;4191.963833;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T3;-164;;18/05/2011;;;;;;;;;;;;;;;;;;;;;5219;3573.366097;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T4;-165;;18/05/2011;;;;;;;;;;;;;;;;;;;;;3027;1666.218726;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T5;-181;;14/06/2011;;;;;;;;;;;;;;;;;;;;;3314;1706.90666;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T6;-166;;30/05/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T1;-155;;14/06/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T2;-164;;18/05/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T4;-164;;03/05/2011;;;;;;;;;;;;;;;;;;;;;4456;2544.761017;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T5;-180;;30/05/2011;;;;;;;;;;;;;;;;;;;;;4682;2855.308479;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T6;-165;;03/05/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T1;-154;;30/05/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T3;-163;;03/05/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T5;-179;;18/05/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T6;-164;;18/04/2011;;;;;;;;;;;;;;;;;;;;;4193;2550.626984;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T2;-163;;03/05/2011;;;;;;;;;;;;;;;;;;;;;4747;2802.566718;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T3;-162;;18/04/2011;;;;;;;;;;;;;;;;;;;;;3250;1640.96381;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T4;-163;;18/04/2011;;;;;;;;;;;;;;;;;;;;;3931;2317.821339;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T5;-178;;18/05/2011;;;;;;;;;;;;;;;;;;;;;4541;1637.148542;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T6;-163;;01/04/2011;;;;;;;;;;;;;;;;;;;;;3871;2202.210107;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T1;-153;;18/05/2011;;;;;;;;;;;;;;;;;;;;;4982;2886.681248;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T2;-162;;18/04/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T4;-162;;01/04/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T5;-177;;03/05/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T6;-162;;16/03/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T1;-152;;03/05/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T3;-161;;01/04/2011;;;;;;;;;;;;;;;;;;;;;3899;2362.006206;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T5;-176;;18/04/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T6;-161;;16/03/2011;;;;;;;;;;;;;;;;;;;;;4148;2401.612055;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T1;-151;;18/04/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T2;-161;;18/04/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T3;-160;;16/03/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T4;-161;;16/03/2011;;;;;;;;;;;;;;;;;;;;;5602;3393.398012;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T5;-175;;01/04/2011;;;;;;;;;;;;;;;;;;;;;4815;2759.749904;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T6;-160;;28/02/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T1;-150;;01/04/2011;;;;;;;;;;;;;;;;;;;;;3263;2026.344155;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T2;-160;;01/04/2011;;;;;;;;;;;;;;;;;;;;;3028;1507.185054;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T4;-160;;16/03/2011;;;;;;;;;;;;;;;;;;;;;4327;2614.462251;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T1;-149;;16/03/2011;;;;;;;;;;;;;;;;;;;;;6550;3858.904041;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T1;-2;Broken;07/10/2006;;;;;17/03/2007;M;;;;;;;;;;;;;;;4056;2154.810879;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T2;-2;Broken;07/10/2006;;;;05/01/2008;04/07/2007;F;;;;;;;;;;;;;;;;;274;50;14;0.72;76.72;1073;48;23;0.520833333;514.1458333;57;201;54;11;0.796296296;40.94444444;559;5411;207;118;0.429951691;3084.531401;134;83;73;35
PHLE;P1;Irrigation;T4;-2;Broken;07/10/2006;;;;;;A;;;;;;;;;;;;;;;2944;1356.755476;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T5;-2;Broken;07/10/2006;;;;;;A;;;;;;;;;;;;;;;4593;2710.888725;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T1;-1;Broken;07/10/2006;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T2;-1;Broken;07/10/2006;;;;05/01/2008;04/07/2007;F;;;;;;;;;;;;;;;;;251;48;11;0.770833333;57.52083333;776;48;23;0.520833333;371.8333333;50;147;49;14;0.714285714;42;273;2503;100;73;0.27;1827.19;70;49;30;24
PHLE;P1;Irrigation;T3;-1;Broken;07/10/2006;;;;;17/03/2007;M;;;;;;;;;;;;;;;6099;3745.348988;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T4;-1;Broken;07/10/2006;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T5;-1;Broken;07/10/2006;;;;;03/04/2007;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T6;-1;Broken;07/10/2006;;;;;03/04/2007;M;;;;;;;;;;;;;;;2532;1564.051552;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T3;-159;;16/03/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T1;-148;;16/03/2011;;;;;;;;;;;;;;;;;;;;;6213;3716.149012;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T2;-159;;16/03/2011;;;;;;;;;;;;;;;;;;;;;4237;2177.743942;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T3;-158;;18/02/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T4;-159;;28/02/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T5;-174;;16/03/2011;;;;;;;;;;;;;;;;;;;;;4296;2619.292538;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T6;-159;;18/02/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T1;-147;;18/02/2011;;;;;;;;;;;;;;;;;;;;;3210;1038.873816;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T2;-158;;28/02/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T4;-158;;18/02/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T1;-3;Broken;21/10/2006;;;;12/01/2008;04/07/2007;F;;;;;;;;;;;;;;;;;448;48;13;0.729166667;121.3333333;783;50;25;0.5;391.5;158;229;65;10;0.846153846;35.23076923;500;4732;219;154;0.296803653;3327.525114;171;111;48;43
PHLE;P1;Irrigation;T2;-3;Harvest;21/10/2006;07/04/2008;;;12/01/2008;04/07/2007;F;317;715;200;36;0.82;128.7;97;98;195;460;200;101;0.495;232.3;;;260;50;12;0.76;62.4;878;49;26;0.469387755;465.877551;86;202;42;14;0.666666667;67.33333333;243;2205;207;153;0.260869565;1629.782609;172;122;35;31
PHLE;P1;Irrigation;T3;-3;Broken;21/10/2006;;;;;30/04/2007;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T4;-3;Broken;21/10/2006;;;;;;A;;;;;;;;;;;;;;;7239;4605.482482;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T5;-3;Broken;21/10/2006;;;;;20/08/2007;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T6;-3;Broken;21/10/2006;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T3;-2;Broken;21/10/2006;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T6;-2;Harvest;21/10/2006;05/06/2008;;;;;A;344;963;206;84;0.59223301;392.6796117;114;112;226;537;206;115;0.441747573;299.7815534;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T3;-157;;18/02/2011;;;;;;;;;;;;;;;;;;;;;2870;1500.131793;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T2;-157;;18/02/2011;;;;;;;;;;;;;;;;;;;;;3444;1690.415586;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T3;-156;;01/02/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T4;-157;;18/01/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T5;-173;;28/02/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T6;-158;;01/02/2011;;;;;;;;;;;;;;;;;;;;;2261;1234.125977;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T1;-146;;01/02/2011;;;;;;;;;;;;;;;;;;;;;3920;2225.943561;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T2;-156;;01/02/2011;;;;;;;;;;;;;;;;;;;;;4997;2763.902658;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T4;-156;;18/01/2011;;;;;;;;;;;;;;;;;;;;;3062;1485.581991;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T5;-172;;18/02/2011;;;;;;;;;;;;;;;;;;;;;2515;1337.897701;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T6;-157;;18/01/2011;;;;;;;;;;;;;;;;;;;;;6273;3787.312715;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T1;-5;Broken;10/11/2006;;;;05/01/2008;20/08/2007;F;;;;;;;;;;;;;;;;;378;42;13;0.69047619;117;764;50;26;0.48;397.28;124;121;51;10;0.803921569;23.7254902;516;4234;169;113;0.331360947;2831.017751;129;79;40;34
PHLE;P1;Irrigation;T2;-5;Broken;10/11/2006;09/10/2008;;;12/01/2008;04/07/2007;F;;;;;;;;;;;;;;;;;254;46;12;0.739130435;66.26086957;756;50;25;0.5;378;95;142;50;12;0.76;34.08;325;2758;189;139;0.264550265;2028.37037;158;112;31;27
PHLE;P1;Irrigation;T3;-5;Broken;10/11/2006;;;;24/03/2008;17/09/2007;F;;;;;;;;;;;;;;;;;328;50;12;0.76;78.72;995;49;18;0.632653061;365.5102041;221;365;50;21;0.58;153.3;339;3062;198;140;0.292929293;2165.050505;161;112;37;28
PHLE;P1;Irrigation;T4;-5;Broken;10/11/2006;09/10/2008;;;04/03/2008;17/09/2007;F;;;;;;;;;;;;;;;;;237;49;14;0.714285714;67.71428571;615;50;24;0.52;295.2;128;247;49;13;0.734693878;65.53061224;275;3106;215;136;0.36744186;1964.725581;156;94;59;42
PHLE;P1;Irrigation;T5;-5;Harvest;10/11/2006;07/04/2008;;;;;A;371;1076;209;40;0.80861244;205.9330144;115;110;225;647;206;85;0.587378641;266.9660194;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T6;-5;Broken;10/11/2006;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T1;-4;Harvest;10/11/2006;04/06/2008;;;;;A;327;827;206;59;0.713592233;236.8592233;113;107;220;700;203;96;0.527093596;331.0344828;3942;2423.042359;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T2;-4;Broken;10/11/2006;;;;12/01/2008;04/07/2007;F;;;;;;;;;;;;;;;;;381;48;13;0.729166667;103.1875;739;49;28;0.428571429;422.2857143;147;294;59;13;0.779661017;64.77966102;338;3179;198;139;0.297979798;2231.722222;150;101;48;38
PHLE;P1;Irrigation;T3;-4;Broken;10/11/2006;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T4;-4;Broken;10/11/2006;16/10/2008;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T5;-4;Broken;10/11/2006;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T6;-4;Broken;10/11/2006;18/06/2007;18/06/2007;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T3;-155;;18/01/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T3;-154;;18/01/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T4;-155;;28/12/2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T2;-155;;18/01/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T4;-154;;14/12/2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T5;-171;;01/02/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T6;-156;;28/12/2010;;;;;;;;;;;;;;;;;;;;;2514;1528.657391;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T1;-145;;18/01/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T2;-7;Broken;24/11/2006;;;;12/01/2008;04/07/2007;F;;;;;;;;;;;;;;;;;262;48;14;0.708333333;76.41666667;715;49;25;0.489795918;364.7959184;46;73;55;12;0.781818182;15.92727273;342;3069;139;93;0.330935252;2053.359712;97;58;42;35
PHLE;P1;Irrigation;T3;-7;Harvest;24/11/2006;07/04/2008;;;04/03/2008;17/09/2007;F;381;1232;200;38;0.81;234.08;117;111;228;403;200;84;0.58;169.26;3734;362.5714286;328;49;13;0.734693878;87.02040816;978;50;22;0.56;430.32;216;336;38;12;0.684210526;106.1052632;361;3428;126;103;0.182539683;2802.253968;61;94;42;32
PHLE;P1;Irrigation;T4;-7;leaflets were broke;24/11/2006;16/10/2008;;;22/10/2007;30/04/2007;F;379.6;1145;101.7;19.5;0.808259587;219.5427729;112;114;226;;;;;;;;442;50;10;0.8;88.4;772;50;18;0.64;277.92;98;122;43;7;0.837209302;19.86046512;391;3210;194;135;0.304123711;2233.762887;154;103;40;32
PHLE;P1;Irrigation;T1;-6;Broken;24/11/2006;;;;29/12/2007;20/08/2007;F;;;;;;;;;;;;;;;;;319;50;10;0.8;63.8;833;50;21;0.58;349.86;120;141;40;11;0.725;38.775;398;3080;134;96;0.28358209;2206.567164;100;71;34;25
PHLE;P1;Irrigation;T2;-6;Broken;24/11/2006;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T3;-6;Broken;24/11/2006;;;;25/03/2008;17/09/2007;F;;;;;;;;;;;;;;;;;303;48;13;0.729166667;82.0625;808;50;27;0.46;436.32;203;254;37;13;0.648648649;89.24324324;438;3596;175;122;0.302857143;2506.925714;139;93;36;29
PHLE;P1;Irrigation;T4;-6;Harvest;24/11/2006;09/10/2008;;;22/10/2007;30/04/2007;F;367;1120;203;42;0.793103448;231.7241379;115;116;231;836;204;93;0.544117647;381.1176471;;;363;49;9;0.816326531;66.67346939;614;46;16;0.652173913;213.5652174;95;160;67;25;0.626865672;59.70149254;338;3370;134;91;0.320895522;2288.58209;94;60;40;31
PHLE;P1;Irrigation;T5;-6;Broken;24/11/2006;;;;26/01/2008;20/08/2007;F;;;;;;;;;;;;;;;;;338;49;11;0.775510204;75.87755102;834;50;18;0.64;300.24;132;160;38;8;0.789473684;33.68421053;447;3978;159;104;0.34591195;2601.962264;120;75;39;29
PHLE;P1;Irrigation;T6;-6;Broken;24/11/2006;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T3;-153;;28/12/2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T3;-152;;14/12/2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T4;-153;;30/11/2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T2;-154;;18/01/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T4;-152;;30/11/2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T5;-170;;18/01/2011;;;;;;;;;;;;;;;;;;;;;2363;1331.778184;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T6;-155;;14/12/2010;;;;;;;;;;;;;;;;;;;;;3367;1860.265604;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T1;-144;;18/01/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T2;-153;;28/12/2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T5;-169;;18/01/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T6;-154;;30/11/2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Control;T1;-143;;28/12/2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHLE;P1;Irrigation;T2;-11;Harvest;08/12/2006;04/07/2008;;;16/02/2008;08/08/2007;F;360;896;201;39;0.805970149;173.8507463;108;102;210;448;203;86;0.57635468;189.7931034;;;266;50;11;0.78;58.52;640;50;22;0.56;281.6;180;346;91;21;0.769230769;79.84615385;215;1832;243;175;0.279835391;1319.341564;206;143;37;32
PHLE;P1;Irrigation;T3;-11;Broken;08/12/2006;12/08/2008;;;25/03/2008;17/09/2007;F;;;;;;;;;;;;;;;;;191;50;18;0.64;68.76;672;49;20;0.591836735;274.2857143;137;268;37;23;0.378378378;166.5945946;217;207;197;147;0.253807107;154.4619289;159;120;38;27
PHLE;P1;Irrigation;T4;-11;Broken;08/12/2006;16/10/2008;;;01/09/2007;24/05/2007;F;417.7;1277;100.8;24;0.761904762;304.047619;126;122;248;769;96.6;55.2;0.428571429;439.4285714;;;361;50;10;0.8;72.2;674;50;21;0.58;283.08;145;13;27;5;0.814814815;2.407407407;448;3457;152;110;0.276315789;2501.776316;114;82;38;28
PHLE;P1;Irrigation;T1;-10;Harvest;08/12/2006;04/07/2008;;;26/01/2008;17/07/2007;F;361;953;201;37;0.815920398;175.4278607;118;112;230;714;204;82;0.598039216;287;;;368;47;11;0.765957447;86.12765957;1062;46;21;0.543478261;484.826087;88;141;39;11;0.717948718;39.76923077;442;4186;158;136;0.139240506;3603.139241;113;100;45;36
PHLE;P1;Irrigation;T2;-10;Broken;08/12/2006;09/10/2008;;;02/02/2008;08/08/2007;F;;;;;;;;;;;;;;;;;130;51;10;0.803921569;25.49019608;1017;47;18;0.617021277;389.4893617;60;88;39;6;0.846153846;13.53846154;384;3793;217;157;0.276497696;2744.24424;172;124;45;33
PHLE;P1;Irrigation;T3;-10;Broken;08/12/2006;09/10/2008;;;11/03/2008;17/09/2007;F;;;;;;;;;;;;;;;;;300;50;12;0.76;72;880;50;23;0.54;404.8;179;343;49;16;0.673469388;112;260;2381;132;97;0.265151515;1749.674242;100;72;32;25
PHLE;P1;Irrigation;T4;-10;Broken;08/12/2006;16/10/2008;;;22/09/2007;17/09/2007;F;;;;;;;;;;;;;;;;;404;50;10;0.8;80.8;720;50;18;0.64;259.2;105;151;53;7;0.867924528;19.94339623;382;4206;199;139;0.301507538;2937.859296;152;106;47;33
PHLE;P1;Irrigation;T5;-10;Broken;08/12/2006;12/08/2008;;;25/02/2008;20/08/2007;F;;;;;;;;;;;;;;;;;551;50;8;0.84;88.16;831;49;17;0.653061224;288.3061224;234;328;45;8;0.822222222;58.31111111;397;4467;212;157;0.259433962;3308.108491;174;128;38;29
PHLE;P1;Irrigation;T6;-10;Broken;08/12/2006;09/10/2008;;;22/10/2007;24/05/2007;F;;;;;;;;;;;;;;;;;453;38;12;0.684210526;143.0526316;870;50;22;0.56;382.8;105;217;42;10;0.761904762;51.66666667;305;4080;143;103;0.27972028;2938.741259;107;74;36;29
PHLE;P1;Irrigation;T1;-9;Broken;08/12/2006;;;;09/02/2008;17/07/2007;F;;;;;;;;;;;;;;;5465;3205.44793;506;50;10;0.8;101.2;931;50;17;0.66;316.54;178;249;33;10;0.696969697;75.45454545;436;4387;227;159;0.299559471;3072.832599;178;124;49;35
PHLE;P1;Irrigation;T2;-9;Broken;08/12/2006;;;;16/02/2008;08/08/2007;F;;;;;;;;;;;;;;;;;372;50;9;0.82;66.96;640;50;16;0.68;204.8;184;184;60;11;0.816666667;33.73333333;387;3700;238;175;0.264705882;2720.588235;200;143;38;32
PHLE;P1;Irrigation;T3;-9;Harvest;08/12/2006;04/06/2008;;;29/03/2008;17/09/2007;F;385;1272;203;75;0.630541872;469.9507389;109;116;225;942;208;107;0.485576923;484.5865385;;;433;47;12;0.744680851;110.5531915;1329;48;24;0.5;664.5;134;209;93;50;0.462365591;112.3655914;402;5019;162;121;0.25308642;3748.759259;120;91;42;30
