Progeny;TreeNb;Treatment;NbLeaf;Status;NewLeafDate;PruningLeafDate;DryLeafDate;BrokenLeafDate;HarvestingBunchDate;SpatheOpeningDate;BunchSex;PetioleLength;PetioleFW;PetSampleFW;PetSampleDW;PetioleWaterContent;PetioleDW;RachisLength;RachisFW;RacSampleFW;RacSampleDW;RachisWaterContent;RachisDW;LeafletNbRigth;LeafletNbLeft;LeafletTotNb;LeafletFW;LeafSampleFW;LeafSampleDW;LeafletWaterContent;LeafletDW;BunchFW;BunchDW;PeduncleFW;PedSampleFW;PedSampleDW;PeduncleWaterContent;PeduncleDW;SpikeletFW;SpiSampleFW;SpiSampleDW;SpikeletWaterContent;SpikeletDW;ParthenoFruitNb;ParthenoFruitFW;ParthenoSampleFW;ParthenoSampleDW;ParthenoFruitWaterContent;ParthenoFruitDW;FruitNb;FruitFW;FruitSampleFW;FruitSampleDW;FruitWaterContent;FruitDW;PulpSampleFW;PulpSampleDW;NutSampleFW;NutSampleDW
63;C3;Control;30;harvest;;25/09/07;;;;;A;172,00;6200,00;145,10;43,30;0,70;1850,20;630,00;4200,00;79,00;26,30;0,67;1398,20;204,00;198,00;402,00;3600,00;143,80;60,10;0,58;1504,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;29;harvest;;02/09/06;;;02/09/06;;A;205,00;7280,00;122,90;34,30;0,72;2031,80;569,00;4780,00;101,90;32,30;0,68;1515,20;192,00;187,00;379,00;3540,00;199,60;78,50;0,61;1392,20;15505,00;7944,00;925,00;97,00;14,00;0,86;133,50;3440,00;182,30;58,60;0,68;1105,80;1628,00;2270,00;64,30;18,20;0,72;642,50;1226,00;8870,00;188,60;128,90;0,30;6062,30;144,50;95,70;44,10;33,20
63;C3;Control;27;harvest;;03/08/06;;;;;A;200,00;7140,00;200,00;35,30;0,82;1260,20;617,00;5440,00;240,00;48,80;0,80;1106,10;182,00;184,00;366,00;3820,00;270,00;81,90;0,70;1158,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;25;harvest;;02/09/06;;;02/09/06;;A;205,00;7420,00;278,50;75,60;0,73;2014,20;644,00;5260,00;177,00;54,50;0,69;1619,60;190,00;185,00;375,00;3560,00;198,80;80,00;0,60;1432,60;15170,00;8145,00;1300,00;149,40;22,50;0,85;195,80;3040,00;215,00;66,20;0,69;936,00;1786,00;920,00;35,40;5,00;0,86;129,90;2395,00;9910,00;165,00;114,60;0,30;6882,90;125,00;84,60;40,00;30,00
63;C3;Control;24;harvest;;12/09/06;;;;;A;216,80;8140,00;144,10;40,20;0,72;2270,80;647,00;5650,00;175,20;48,00;0,73;1547,90;192,00;178,00;370,00;3840,00;171,00;64,90;0,62;1457,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;23;harvest;;;08/05/07;16/08/06;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;22;harvest;;25/09/07;;07/11/06;;;A;170,00;4900,00;118,60;31,00;0,74;1280,80;612,00;4700,00;280,60;88,90;0,68;1489,10;208,00;192,00;400,00;2500,00;171,40;72,40;0,58;1056,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;21;harvest;;;;23/03/07;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;20;harvest;;;08/08/07;07/11/06;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;19;harvest;;04/07/08;;;;;A;;;;;;;513,00;5100,00;137,90;40,10;0,71;1483,00;168,00;172,00;340,00;3300,00;86,00;34,00;0,60;1304,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;18;harvest;;14/12/07;;31/10/07;;;A;119,00;3000,00;128,70;35,20;0,73;820,50;670,00;5250,00;143,80;41,30;0,71;1507,80;187,00;186,00;373,00;3400,00;156,50;63,80;0,59;1386,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;17;harvest;;;10/01/07;16/08/06;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;16;harvest;;;08/05/07;07/11/06;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;15;harvest;;;;07/11/06;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;14;harvest;;05/04/08;10/01/07;16/08/06;;;A;129,00;3100,00;170,40;48,70;0,71;886,00;571,00;4300,00;146,70;43,00;0,71;1260,40;194,00;190,00;384,00;3900,00;95,30;39,10;0,59;1600,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;13;harvest;;29/06/07;13/06/07;07/11/06;29/06/07;10/01/07;F;176,00;6300,00;202,40;52,00;0,74;1618,60;631,00;5450,00;156,70;46,30;0,70;1610,30;184,00;186,00;370,00;3850,00;315,00;124,50;0,60;1521,70;12840,00;6627,00;1050,00;318,10;57,40;0,82;189,50;2150,00;203,60;66,70;0,67;704,30;672,00;1050,00;42,00;5,80;0,86;145,00;820,00;8590,00;250,40;162,90;0,30;5588,30;202,90;127,50;47,50;35,40
63;C3;Control;12;;;;18/09/08;08/03/07;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;11;harvest;;04/07/08;;23/04/07;;;A;;;;;;;613,00;5600,00;186,30;52,20;0,72;1569,10;188,00;192,00;380,00;3650,00;101,60;40,20;0,60;1444,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;10;harvest;;05/04/08;;08/03/07;;;A;71,00;2150,00;109,70;33,80;0,69;662,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;9;;;03/05/08;;;;;A;;;;;;;590,00;4700,00;171,70;48,60;0,72;1330,30;190,00;186,00;376,00;3200,00;108,50;41,80;0,61;1232,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;8;harvest;;09/04/07;;09/04/07;;25/01/07;M;;;;;;;577,00;5640,00;100,00;42,90;0,57;2419,60;182,00;179,00;361,00;4600,00;200,00;87,60;0,56;2014,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;7;harvest;;;08/08/07;05/09/07;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;6;;;02/11/07;28/06/07;;02/11/07;08/05/07;F;178,00;6350,00;133,00;41,20;0,69;1967,10;585,00;3850,00;99,00;30,30;0,69;1178,30;184,00;182,00;366,00;3000,00;133,90;57,20;0,57;1281,60;19950,00;12392,00;1150,00;235,40;38,10;0,84;186,10;3350,00;133,30;47,60;0,64;1196,20;170,00;150,00;35,80;5,40;0,85;22,60;1522,00;15300,00;219,60;157,70;0,30;10987,30;170,10;121,40;49,50;36,30
63;C3;Control;5;harvest;;;;16/05/07;;25/01/07;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;4;harvest;;05/04/08;;16/05/07;;;A;90,00;650,00;38,00;31,80;0,16;543,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;3;;;05/10/07;;;05/10/07;23/04/07;F;215,00;4650,00;173,60;54,10;0,69;1449,10;650,00;4450,00;290,60;88,50;0,70;1355,20;186,00;191,00;377,00;3200,00;176,60;73,50;0,58;1331,80;16200,00;8815,00;1300,00;237,10;33,70;0,86;184,80;3800,00;147,20;51,20;0,65;1321,70;392,00;400,00;42,30;6,70;0,84;63,40;1175,00;10700,00;217,10;147,00;0,30;7245,00;185,60;123,10;31,50;23,90
63;C3;Control;2;harvest;;05/04/08;08/08/07;30/05/07;;08/05/07;M;97,00;2400,00;230,60;69,00;0,70;718,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;1;;;03/05/08;;26/07/07;;08/08/07;M;;;;;;;588,00;4400,00;145,00;38,40;0,74;1165,20;174,00;178,00;352,00;2200,00;93,50;34,70;0,63;816,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-1;;11/08/06;16/11/07;;;16/11/07;08/05/07;F;164,00;5450,00;250,00;66,50;0,73;1449,70;656,00;4850,00;161,10;45,50;0,72;1369,80;150,00;154,00;304,00;3250,00;127,30;50,10;0,61;1279,10;17300,00;9496,00;1000,00;191,70;27,20;0,86;141,90;3800,00;186,20;58,00;0,69;1183,70;586,00;650,00;59,30;9,20;0,84;100,80;1261,00;11850,00;170,20;115,90;0,30;8069,40;149,00;100,50;21,20;15,40
63;C3;Control;-2;;16/08/06;07/11/08;;;;22/08/07;M;;;;;;;610,00;4500,00;229,60;65,70;0,71;1287,70;190,00;202,00;392,00;2740,00;134,80;53,20;0,61;1081,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-3;;24/08/06;20/09/08;;26/07/07;04/01/08;28/06/07;F;;;;;;;605,00;4720,00;171,60;47,20;0,72;1298,30;192,00;196,00;388,00;3300,00;103,60;39,90;0,61;1270,90;18800,00;10464,00;900,00;207,90;33,40;0,84;144,60;4500,00;197,40;65,30;0,67;1488,60;885,00;1300,00;79,40;10,50;0,87;171,90;890,00;12100,00;361,10;258,40;0,30;8658,70;330,80;233,70;30,30;24,70
63;C3;Control;-4;harvest;24/09/06;25/09/07;;26/07/07;;12/12/07;M;;;;;;;613,00;4950,00;200,00;55,40;0,72;1372,10;190,00;160,00;350,00;2950,00;300,00;49,60;0,83;487,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-5;harvest;20/10/06;25/09/07;;22/08/07;;28/06/07;M;;;;;;;625,00;4750,00;200,00;53,20;0,73;1263,50;188,00;193,00;381,00;3200,00;300,00;53,80;0,82;573,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-6;harvest;07/11/06;25/09/07;;22/08/07;;16/05/07;M;;;;;;;598,00;4500,00;200,00;50,40;0,75;1134,00;184,00;189,00;373,00;3350,00;300,00;56,30;0,81;628,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-7;;10/01/07;23/01/09;;;;14/11/07;M;;;;;;;620,00;4640,00;127,50;37,30;0,71;1357,40;200,00;196,00;396,00;3200,00;71,40;27,00;0,62;1210,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-8;;25/01/07;03/05/08;;;;08/08/07;M;;;;;;;590,00;4350,00;145,60;41,50;0,71;1239,90;180,00;182,00;362,00;3000,00;96,00;35,40;0,63;1106,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-9;;15/02/07;30/05/08;;;;21/10/07;M;;;;;;;612,00;4300,00;171,90;45,80;0,73;1145,70;189,00;193,00;382,00;3650,00;142,70;50,10;0,65;1281,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-10;;15/02/07;23/01/09;;;;21/10/07;M;;;;;;;567,00;4480,00;81,50;24,20;0,70;1330,30;186,00;190,00;376,00;2480,00;61,80;22,60;0,63;906,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-11;;09/03/07;24/01/09;;;;17/10/07;M;;;;;;;566,00;3840,00;115,10;33,00;0,71;1101,00;188,00;192,00;380,00;2860,00;89,60;32,10;0,64;1024,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-12;;23/03/07;15/11/08;;;;;A;;;;;;;576,00;5600,00;99,70;28,50;0,71;1600,80;198,00;202,00;400,00;2700,00;100,00;39,70;0,60;1071,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-13;;09/04/07;24/01/09;;18/09/08;03/05/08;27/11/07;F;;;;;;;561,00;3980,00;93,50;25,60;0,73;1089,70;186,00;194,00;380,00;3020,00;66,60;25,60;0,62;1160,80;25900,00;14334,00;2200,00;247,70;37,50;0,85;333,10;5250,00;193,60;58,10;0,70;1575,50;145,00;250,00;39,80;5,50;0,86;34,50;2715,00;18200,00;221,20;150,60;0,30;12391,10;177,50;118,00;43,70;32,60
63;C3;Control;-14;;23/04/07;;;02/04/08;30/05/08;26/12/07;F;;;;;;;;;;;;;;;;;;;;;33150,00;18199,00;2100,00;220,70;35,00;0,84;333,00;6000,00;157,80;44,90;0,72;1707,20;287,00;400,00;52,60;8,20;0,84;62,40;2371,00;24650,00;221,60;144,70;0,30;16095,90;175,10;111,70;46,50;33,00
63;C3;Control;-15;;08/05/07;24/03/09;;;;26/12/07;M;176,00;5660,00;183,00;50,20;0,73;1552,60;528,00;4350,00;108,60;29,20;0,73;1169,60;203,00;207,00;410,00;2760,00;81,00;31,50;0,61;1073,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-16;;30/05/07;;;;;23/01/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-17;;30/05/07;;;;;20/02/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-18;;13/06/07;02/03/09;26/02/09;02/03/09;;20/02/08;M;;;;;;;601,00;5040,00;130,30;38,00;0,71;1469,80;189,00;186,00;375,00;3540,00;68,00;25,50;0,63;1327,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-19;;28/06/07;;26/02/09;;;05/03/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-20;;11/07/07;15/11/08;;;;02/04/08;M;;;;;;;620,00;4000,00;154,40;43,90;0,72;1137,30;192,00;198,00;390,00;3200,00;92,10;35,80;0,61;1243,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-21;;26/07/07;04/04/09;;;;02/04/08;M;180,20;6400,00;219,00;56,30;0,74;1645,30;620,00;5400,00;143,80;39,50;0,73;1483,30;198,00;202,00;400,00;3600,00;82,00;31,90;0,61;1400,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-22;;08/08/07;;24/04/09;;;17/04/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-23;;05/09/07;31/05/08;;29/05/08;;15/05/08;M;;;;;;;596,00;4900,00;182,80;47,80;0,74;1281,30;199,00;196,00;395,00;3450,00;173,80;58,10;0,67;1153,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-24;;19/09/07;07/11/08;;;07/11/08;15/05/08;F;;;;;;;620,00;5400,00;151,10;43,00;0,72;1536,70;198,00;193,00;391,00;3380,00;128,10;49,00;0,62;1292,90;22880,00;11619,00;2300,00;253,50;41,10;0,84;372,90;5900,00;163,20;51,60;0,68;1865,40;1420,00;2480,00;84,70;28,80;0,66;843,30;925,00;12200,00;275,50;192,80;0,30;8537,80;221,50;153,10;54,00;39,70
63;C3;Control;-25;;21/10/07;;;;15/11/08;29/05/08;F;;;;;;;;;;;;;;;;;;;;;27690,00;15108,00;2080,00;53,10;8,00;0,85;313,40;5250,00;103,40;35,50;0,66;1802,50;579,00;1040,00;41,20;5,40;0,87;136,30;2087,00;19320,00;214,30;142,60;0,30;12856,00;169,40;109,10;44,90;33,50
63;C3;Control;-26;;31/10/07;;;;;25/06/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-27;;14/11/07;13/06/09;;;;09/07/08;M;128,00;4640,00;138,00;36,30;0,74;1220,50;605,00;4840,00;136,90;38,70;0,72;1368,20;186,00;198,00;384,00;3800,00;88,50;33,00;0,63;1416,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-28;;27/11/07;;;;;23/07/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-29;;12/12/07;04/04/09;;;;06/08/08;M;175,00;6280,00;208,50;55,50;0,73;1671,70;580,00;4840,00;179,70;50,40;0,72;1357,50;194,00;196,00;390,00;3400,00;86,60;33,00;0,62;1295,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-30;;26/12/07;24/04/09;;;;18/09/08;M;176,00;6720,00;162,50;39,20;0,76;1621,10;680,00;4620,00;161,70;45,00;0,72;1285,70;200,00;202,00;402,00;3300,00;66,70;26,30;0,61;1301,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-31;;09/01/08;12/10/09;;;;18/09/08;M;;;;;;;585,00;4780,00;70,10;19,60;0,72;1336,50;187,00;190,00;377,00;3700,00;51,70;21,30;0,59;1524,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-32;;23/01/08;;26/08/09;;;08/10/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-33;;20/02/08;12/09/09;;;;23/10/08;M;138,00;3820,00;81,50;24,20;0,70;1134,30;582,00;4440,00;100,30;28,60;0,71;1266,00;176,00;184,00;360,00;3560,00;63,10;25,30;0,60;1427,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-34;;20/02/08;;12/10/09;;04/04/09;20/11/08;F;;;;;;;;;;;;;;;;;;;;;27400,00;13708,00;1720,00;162,10;25,60;0,84;271,60;5480,00;121,40;38,80;0,68;1751,40;510,00;800,00;46,30;7,20;0,84;124,40;2096,00;19400,00;176,20;105,00;0,40;11560,70;142,60;79,20;33,60;25,80
63;C3;Control;-35;;05/03/08;;;;24/04/09;20/11/08;F;;;;;;;;;;;;;;;;;;;;;33440,00;19116,00;1880,00;253,50;37,40;0,85;277,40;6200,00;195,60;57,60;0,71;1825,80;366,00;620,00;45,60;7,80;0,83;106,10;2694,00;24740,00;207,50;141,80;0,30;16906,70;161,20;107,20;46,30;34,60
63;C3;Control;-36;;19/03/08;16/04/10;;;;18/12/08;M;177,50;6340,00;167,30;37,10;0,78;1405,90;552,00;4700,00;126,60;44,90;0,65;1666,90;184,00;190,00;360,00;3560,00;187,70;74,80;0,60;1418,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-37;;17/04/08;;07/08/10;;;18/12/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-38;;30/04/08;12/09/09;;;;14/01/09;M;164,00;4540,00;59,60;16,40;0,72;1249,30;400,00;3740,00;66,50;20,00;0,70;1124,80;176,00;184,00;360,00;2200,00;64,30;23,90;0,63;817,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-39;;15/05/08;03/10/09;;;;29/01/09;M;;;;;;;460,00;3760,00;76,90;20,50;0,73;1002,30;180,00;188,00;368,00;4420,00;101,90;37,70;0,63;1635,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-40;;29/05/08;19/10/09;;07/10/09;;11/02/09;M;;;;;;;547,00;5480,00;73,20;21,10;0,71;1579,60;183,00;180,00;363,00;3600,00;63,00;23,30;0,63;1331,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-41;;11/06/08;;;;;26/02/09;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-42;;25/06/08;19/10/09;;24/09/09;;28/03/09;M;;;;;;;550,00;4300,00;85,00;23,10;0,73;1168,60;192,00;188,00;380,00;4000,00;66,60;26,00;0,61;1561,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-43;;09/07/08;12/10/09;;07/10/09;26/09/09;11/04/09;F;;;;;;;591,00;3900,00;67,10;18,20;0,73;1057,80;179,00;181,00;360,00;4800,00;51,50;18,00;0,65;1677,70;23200,00;14524,00;1600,00;46,50;9,00;0,81;309,70;4300,00;67,30;23,50;0,65;1501,50;390,00;500,00;49,20;7,30;0,85;74,20;1840,00;16800,00;186,50;140,30;0,20;12638,30;142,00;104,60;44,50;35,70
63;C3;Control;-44;;23/07/08;14/08/10;;;03/10/09;23/04/09;F;184,00;7720,00;225,80;70,60;0,69;2413,80;584,00;4860,00;212,20;71,80;0,66;1644,40;182,00;184,00;366,00;3780,00;193,90;90,50;0,53;1764,30;26880,00;15398,00;1660,00;124,70;20,10;0,84;267,60;5600,00;100,00;30,40;0,70;1702,40;470,00;580,00;34,70;5,00;0,86;83,60;1895,00;19040,00;229,00;160,50;0,30;13344,60;180,70;124,20;48,30;36,30
63;C3;Control;-45;;04/09/08;;07/08/10;;10/10/09;23/04/09;F;;;;;;;;;;;;;;;;;;;;;26088,00;15190,00;1400,00;174,00;29,60;0,83;238,20;5200,00;98,00;32,60;0,67;1729,80;355,00;288,00;36,00;5,10;0,86;40,80;1775,00;19200,00;193,00;132,50;0,30;13181,30;150,00;102,20;43,00;30,30
63;C3;Control;-46;;18/09/08;23/10/10;;;;21/05/09;M;182,00;4960,00;207,00;67,40;0,67;1615,00;603,00;6480,00;196,10;89,00;0,55;2940,90;184,00;188,00;372,00;3740,00;193,90;95,50;0,51;1842,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-47;;18/09/08;26/03/10;;;;04/06/09;M;153,00;5880,00;207,50;119,60;0,42;3389,10;602,00;5160,00;116,70;31,00;0,73;1370,70;183,00;189,00;372,00;4000,00;110,00;44,20;0,60;1607,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-48;;08/10/08;06/11/09;;04/11/09;;18/06/09;M;165,00;4700,00;108,60;30,90;0,72;1337,30;595,00;4820,00;91,30;23,20;0,75;1224,80;185,00;189,00;374,00;3700,00;82,00;32,10;0,61;1448,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-49;;23/10/08;;;;;02/07/09;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-50;;06/11/08;29/10/10;;;;30/07/09;M;181,00;6300,00;236,70;58,00;0,75;1543,70;600,00;4860,00;227,90;113,40;0,50;2418,30;193,00;187,00;380,00;3520,00;210,60;137,90;0,35;2304,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-51;;20/11/08;;;;06/03/10;26/08/09;F;;;;;;;;;;;;;;;;;;;;;12640,00;6360,00;1100,00;101,00;16,20;0,84;176,40;2500,00;81,00;28,00;0,65;864,20;970,00;1020,00;34,00;4,00;0,88;120,00;810,00;8020,00;147,00;95,30;0,40;5199,40;118,00;74,80;29,00;20,50
63;C3;Control;-52;;04/12/08;11/12/10;;;;09/09/09;M;181,00;6500,00;227,70;88,10;0,61;2514,90;595,00;5100,00;205,40;51,70;0,75;1283,70;184,00;186,00;370,00;3600,00;190,90;94,40;0,51;1780,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-53;;18/12/08;11/03/11;;;;24/09/09;M;187,00;6450,00;284,60;140,80;0,51;3191,00;595,00;4750,00;266,30;161,70;0,39;2884,20;192,00;196,00;388,00;3600,00;207,20;141,00;0,32;2449,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-54;;14/01/09;25/09/10;;;26/03/10;21/10/09;F;161,00;6620,00;296,70;214,40;0,28;4783,70;615,00;5640,00;241,20;141,90;0,41;3318,10;195,00;196,00;391,00;4100,00;159,90;109,90;0,31;2817,90;23760,00;13259,00;1840,00;144,00;31,00;0,78;396,10;4520,00;94,00;27,70;0,71;1332,00;220,00;200,00;33,00;5,00;0,85;30,30;2835,00;17200,00;169,00;113,00;0,30;11500,60;125,00;79,90;44,00;33,10
63;C3;Control;-55;;11/02/09;26/03/10;;;26/03/10;04/11/09;F;188,00;7080,00;134,80;26,40;0,80;1386,60;589,00;5160,00;154,30;39,10;0,75;1307,60;183,00;190,00;373,00;4100,00;155,20;59,60;0,62;1574,50;27740,00;16050,00;2100,00;97,00;69,50;0,28;1504,60;5340,00;117,00;34,10;0,71;1556,40;398,00;400,00;38,00;7,80;0,79;82,10;2770,00;19900,00;175,00;113,50;0,40;12906,60;126,00;77,70;49,00;35,80
63;C3;Control;-56;;26/02/09;;03/11/10;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-57;;12/03/09;17/12/10;;;;16/12/09;M;170,00;5850,00;183,60;64,40;0,65;2052,00;595,00;5100,00;181,40;65,50;0,64;1841,50;180,00;188,00;368,00;3700,00;172,60;85,50;0,50;1832,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-58;;28/03/09;;;;;13/01/10;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-59;;11/04/09;13/05/11;09/03/11;;;10/02/10;M;185,00;6900,00;189,90;49,80;0,74;1809,50;599,00;4900,00;198,90;58,90;0,70;1451,00;185,00;191,00;376,00;3500,00;183,60;79,80;0,57;1521,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-60;;23/04/09;13/05/11;;;;24/02/10;M;183,00;6950,00;177,60;56,70;0,68;2218,80;589,00;5100,00;181,70;28,80;0,84;808,40;185,00;188,00;373,00;3550,00;198,70;101,30;0,49;1809,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-61;;07/05/09;09/07/11;;;;11/03/10;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-62;;04/06/09;10/06/11;;;;07/04/10;M;174,00;6450,00;261,10;102,00;0,61;2519,70;610,00;5100,00;204,10;74,20;0,64;1854,10;184,00;187,00;371,00;3650,00;242,20;122,90;0,49;1852,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-63;;04/06/09;20/05/11;;;;21/04/10;M;183,00;6650,00;251,90;67,00;0,73;1768,80;599,00;5150,00;243,00;76,20;0,69;1614,90;190,00;192,00;382,00;3600,00;205,30;97,40;0,53;1707,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-64;;02/07/09;26/11/10;;;;05/05/10;M;185,00;6630,00;194,60;61,50;0,68;2095,30;610,00;5180,00;208,30;77,60;0,63;1929,80;184,00;185,00;369,00;3890,00;224,80;101,20;0,55;1751,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-65;;30/07/09;17/12/10;;;;19/05/10;M;176,00;6400,00;200,70;60,20;0,70;1919,70;604,00;5450,00;181,40;82,80;0,54;2487,70;188,00;182,00;370,00;3500,00;188,00;108,10;0,43;2012,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-66;;26/08/09;;;;;02/06/10;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-67;;02/12/09;10/06/11;;;;16/06/10;M;171,00;5800,00;226,30;88,00;0,61;2255,40;618,00;5300,00;240,90;89,30;0,63;1964,70;193,00;189,00;382,00;3600,00;231,20;118,50;0,49;1845,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C3;Control;-68;;02/12/09;25/08/11;;;;30/06/10;M;167,50;5200,00;198,80;64,90;0,67;1697,60;600,00;5100,00;195,80;62,90;0,68;1638,40;204,00;206,00;410,00;3350,00;197,30;90,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
