Progeny;TreeNb;Treatment;NbLeaf;Status;NewLeafDate;PruningLeafDate;DryLeafDate;BrokenLeafDate;HarvestingBunchDate;SpatheOpeningDate;BunchSex;PetioleLength;PetioleFW;PetSampleFW;PetSampleDW;PetioleWaterContent;PetioleDW;RachisLength;RachisFW;RacSampleFW;RacSampleDW;RachisWaterContent;RachisDW;LeafletNbRigth;LeafletNbLeft;LeafletTotNb;LeafletFW;LeafSampleFW;LeafSampleDW;LeafletWaterContent;LeafletDW;BunchFW;BunchDW;PeduncleFW;PedSampleFW;PedSampleDW;PeduncleWaterContent;PeduncleDW;SpikeletFW;SpiSampleFW;SpiSampleDW;SpikeletWaterContent;SpikeletDW;ParthenoFruitNb;ParthenoFruitFW;ParthenoSampleFW;ParthenoSampleDW;ParthenoFruitWaterContent;ParthenoFruitDW;FruitNb;FruitFW;FruitSampleFW;FruitSampleDW;FruitWaterContent;FruitDW;PulpSampleFW;PulpSampleDW;NutSampleFW;NutSampleDW
63;C6;Control;-39;;23/07/08;19/10/09;16/04/10;24/09/09;15/08/09;12/03/09;F;;;;;;;633,00;5240,00;138,60;38,20;0,72;1444,20;187,00;183,00;370,00;3800,00;90,50;34,10;0,62;1431,80;28360,00;15599,00;1820,00;167,00;21,70;0,87;236,50;5720,00;105,10;34,40;0,67;1872,20;275,00;460,00;53,20;7,20;0,86;62,30;2445,00;20360,00;177,70;117,20;0,30;13428,20;153,20;98,70;24,50;18,50
63;C6;Control;-40;;06/08/08;;07/08/10;;29/08/09;28/03/09;F;;;;;;;;;;;;;;;;;;;;;26780,00;13989,00;1300,00;103,20;14,90;0,86;187,70;5800,00;42,20;13,50;0,68;1855,50;227,00;260,00;37,10;4,90;0,87;34,30;2720,00;19420,00;136,30;83,60;0,40;11911,30;106,60;63,30;29,70;20,30
63;C6;Control;-41;;04/09/08;26/03/10;;;03/10/09;11/04/09;F;168,00;168,00;55,00;19,20;0,65;58,60;570,00;4920,00;143,20;39,90;0,72;1370,90;181,00;184,00;365,00;4200,00;117,20;36,00;0,69;1290,10;25360,00;14732,00;1480,00;119,60;18,10;0,85;224,00;5400,00;81,20;28,30;0,65;1882,00;290,00;480,00;39,60;5,80;0,85;70,30;1870,00;18000,00;221,20;154,30;0,30;12556,10;191,80;133,50;29,40;20,80
63;C6;Control;-42;;18/09/08;;25/09/10;;;23/04/09;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-43;;08/10/08;06/02/10;;;;07/05/09;M;168,00;6880,00;136,90;33,50;0,76;1683,60;634,00;5660,00;109,80;26,50;0,76;1366,00;197,00;192,00;389,00;4080,00;83,00;33,10;0,60;1627,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-44;;23/10/08;27/02/10;;;;;A;151,00;7340,00;133,40;79,40;0,40;4368,80;652,00;5340,00;162,00;42,70;0,74;1407,50;192,00;196,00;388,00;3740,00;138,60;56,40;0,59;1521,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-45;;06/11/08;20/03/10;;;;;A;166,00;6020,00;126,80;36,00;0,72;1709,10;633,00;5600,00;133,50;34,70;0,74;1455,60;194,00;196,00;390,00;3740,00;117,30;50,30;0,57;1603,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-46;;04/12/08;25/09/10;;;;;A;169,50;7100,00;253,70;193,30;0,24;5409,70;638,00;5820,00;219,50;163,40;0,26;4332,50;186,00;195,00;381,00;4000,00;219,90;137,00;0,38;2492,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-47;;18/12/08;26/03/10;;;;;A;187,00;7020,00;187,00;33,20;0,82;1246,30;602,00;5160,00;116,70;31,00;0,73;1370,70;183,00;189,00;372,00;4000,00;110,00;44,20;0,60;1607,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-48;;31/12/08;;25/09/10;;06/02/10;26/08/09;F;;;;;;;;;;;;;;;;;;;;;21900,00;12199,00;1380,00;147,00;18,50;0,87;173,70;4420,00;71,00;26,30;0,63;1637,30;273,00;300,00;44,00;6,20;0,86;42,30;1802,00;15800,00;166,00;108,70;0,30;10346,10;142,00;91,50;24,00;17,20
63;C6;Control;-49;;14/01/09;26/03/10;25/09/10;;27/02/10;09/09/09;F;188,00;7080,00;188,00;26,40;0,86;994,20;589,00;5160,00;154,30;39,10;0,75;1307,60;183,00;190,00;373,00;4100,00;155,20;59,60;0,62;1574,50;18000,00;9555,00;1760,00;92,00;14,60;0,84;279,30;1760,00;92,00;14,60;0,84;279,30;330,00;280,00;26,00;3,00;0,88;32,30;1423,00;14200,00;131,00;82,70;0,40;8964,40;103,00;64,40;28,00;18,30
63;C6;Control;-50;;29/01/09;;;;20/03/10;07/10/09;F;;;;;;;;;;;;;;;;;;;;;18860,00;8633,00;1460,00;117,00;13,90;0,88;173,50;4780,00;106,00;23,70;0,78;1068,70;591,00;780,00;40,00;5,50;0,86;107,30;1907,00;11840,00;185,00;113,80;0,40;7283,20;144,00;93,00;41,00;20,80
63;C6;Control;-51;;26/02/09;25/09/10;;;;04/11/09;M;165,00;6460,00;254,00;186,20;0,27;4735,60;623,00;5500,00;242,70;146,50;0,40;3319,90;186,00;189,00;375,00;4020,00;270,30;207,30;0,23;3083,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-52;;12/03/09;27/11/10;;;;18/11/09;F;157,00;5320,00;199,20;65,50;0,67;1749,30;617,00;5290,00;210,90;60,50;0,71;1517,50;192,00;190,00;382,00;3900,00;222,60;119,10;0,46;2086,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-53;;28/03/09;;;18/11/10;;27/01/10;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-54;;23/04/09;26/03/10;;;;10/02/10;M;190,10;7400,00;;22,30;1,00;22,30;600,00;5200,00;160,70;41,00;0,74;1326,70;183,00;185,00;368,00;3720,00;130,50;49,70;0,62;1416,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-55;;21/05/09;26/03/10;;;;24/02/10;M;188,00;7080,00;188,00;26,40;0,86;994,20;589,00;5160,00;154,30;39,10;0,75;1307,60;183,00;190,00;373,00;4100,00;155,20;59,60;0,62;1574,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-56;;21/05/09;29/10/10;;;;11/03/10;M;158,00;6000,00;237,40;113,70;0,52;2873,60;624,00;5080,00;257,20;162,90;0,37;3217,50;198,00;192,00;390,00;3760,00;278,40;209,00;0,25;2822,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-57;;04/06/09;13/11/10;;;;;A;160,00;6760,00;223,00;79,60;0,64;2413,00;622,00;5400,00;220,60;83,70;0,62;2048,90;199,00;194,00;393,00;3740,00;212,00;106,10;0,50;1871,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-58;;02/07/09;10/12/10;;;;07/04/10;M;159,00;64,50;202,20;83,40;0,59;26,60;644,00;5250,00;195,30;81,70;0,58;2196,20;188,00;191,00;379,00;3900,00;189,70;94,70;0,50;1946,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-59;;16/07/09;;15/10/11;;25/09/10;21/04/10;F;;;;;;;;;;;;;;;;;;;;;23570,00;14350,00;1340,00;214,00;150,40;0,30;941,80;4710,00;230,00;130,40;0,43;2670,40;853,00;920,00;42,00;21,00;0,50;460,00;2184,00;16600,00;115,00;71,20;0,40;10277,60;85,00;50,40;30,00;20,80
63;C6;Control;-60;;07/10/09;24/12/10;;;15/10/10;05/05/10;F;157,00;6400,00;209,50;71,50;0,66;2184,20;649,00;5800,00;201,30;66,40;0,67;1913,20;204,00;198,00;402,00;3650,00;207,40;108,70;0,48;1913,00;24850,00;14861,00;1360,00;211,00;91,90;0,56;592,30;4920,00;200,00;111,50;0,44;2742,90;1025,00;960,00;36,00;7,00;0,81;186,70;2241,00;17610,00;123,00;79,20;0,40;11339,10;92,00;57,00;30,00;22,20
63;C6;Control;-61;;04/11/09;11/03/11;;;29/10/10;19/05/10;F;158,00;5700,00;196,80;143,30;0,27;4150,50;650,00;5850,00;216,10;134,90;0,38;3651,90;197,00;194,00;391,00;3950,00;214,00;138,40;0,35;2554,60;24080,00;16714,00;1670,00;207,00;155,00;0,25;1250,50;5080,00;204,00;161,00;0,21;4009,20;1046,00;980,00;34,00;24,90;0,27;717,70;2067,00;16350,00;120,00;78,80;0,30;10736,50;87,00;50,50;32,00;28,30
63;C6;Control;-62;;18/11/09;28/01/11;;;13/11/10;02/06/10;F;152,00;5950,00;209,60;50,80;0,76;1442,10;650,00;5650,00;221,60;64,10;0,71;1634,30;205,00;189,00;394,00;3850,00;199,80;90,30;0,55;1740,00;23900,00;12959,00;1500,00;228,00;90,30;0,60;594,10;5020,00;206,00;90,90;0,56;2215,10;709,00;920,00;34,00;4,80;0,86;129,90;1872,00;16460,00;126,00;76,70;0,40;10019,70;97,00;56,70;28,00;20,00
63;C6;Control;-63;;02/12/09;30/09/11;11/08/11;;10/12/10;30/06/10;F;;;;;;;;;;;;;;;;;;;;;23400,00;12470,00;1550,00;263,40;80,50;0,69;473,70;4820,00;261,80;109,50;0,58;2016,00;689,00;720,00;24,00;3,30;0,86;99,00;1891,00;16310,00;126,60;76,70;0,40;9881,30;100,80;66,60;25,80;20,00
63;C6;Control;-64;;02/12/09;;09/11/11;;;30/06/10;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-65;;16/12/09;30/09/11;28/09/11;;;14/07/10;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-66;;30/12/09;23/04/11;;;07/01/11;11/08/10;F;;;;;;;;;;;;;;;;;;;;;19030,00;9828,00;1280,00;201,10;76,00;0,62;483,70;4650,00;249,30;98,10;0,61;1829,80;447,00;400,00;27,80;4,70;0,83;67,60;1426,00;12700,00;130,80;76,70;0,40;7447,20;110,00;68,80;20,80;15,90
63;C6;Control;-67;;13/01/10;30/09/11;;;28/01/11;25/08/10;F;152,00;5700,00;235,90;105,80;0,55;2556,40;607,00;4500,00;230,90;73,60;0,68;1434,40;204,00;200,00;404,00;3350,00;240,70;139,80;0,42;1945,70;19410,00;10315,00;1410,00;223,50;67,60;0,70;426,50;3960,00;240,80;127,00;0,47;2088,50;745,00;690,00;29,80;4,10;0,86;94,90;1470,00;13350,00;132,90;76,70;0,40;7704,60;110,90;73,10;22,00;17,80
63;C6;Control;-68;;10/02/10;;;;19/02/11;08/09/10;F;;;;;;;;;;;;;;;;;;;;;17490,00;10440,00;1110,00;210,20;82,90;0,61;437,80;3870,00;192,20;84,50;0,56;1701,40;624,00;540,00;28,50;9,30;0,67;176,20;1468,00;11970,00;113,00;76,70;0,30;8124,80;92,60;63,90;20,40;15,00
63;C6;Control;-69;;24/02/10;11/03/11;;;01/03/11;06/10/10;F;161,00;6800,00;217,10;129,70;0,40;4062,50;599,00;5250,00;201,10;106,60;0,47;2782,90;198,00;191,00;389,00;3600,00;213,00;149,20;0,30;2521,70;15390,00;10561,00;970,00;229,00;167,40;0,27;709,10;3420,00;243,00;190,50;0,22;2681,10;1267,00;1100,00;33,00;14,90;0,55;496,70;1,39;9900,00;112,00;75,50;0,30;6673,70;90,00;57,60;22,00;17,90
63;C6;Control;-70;;11/03/10;25/03/11;;;25/03/11;20/10/10;F;161,00;7150,00;248,10;70,10;0,72;2020,20;595,00;5250,00;208,90;80,00;0,62;2010,50;206,00;202,00;408,00;3900,00;233,20;108,60;0,53;1816,20;14350,00;8864,00;1090,00;212,00;69,20;0,67;355,80;3900,00;224,00;122,50;0,45;2132,80;230,00;190,00;24,00;2,90;0,88;23,00;1190,00;9170,00;96,00;66,50;0,30;6352,10;69,00;45,60;27,00;20,90
63;C6;Control;-71;;07/04/10;30/09/11;;;;18/11/10;M;143,00;5400,00;224,90;81,00;0,64;1944,90;599,00;4600,00;213,20;64,30;0,70;1387,30;203,00;198,00;401,00;3400,00;225,10;107,30;0,52;1620,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-72;;21/04/10;;;;13/05/11;15/12/10;F;;;;;;;;;;;;;;;;;;;;;10403,00;5740,00;950,00;201,00;52,40;0,74;247,70;293,00;215,00;93,50;0,57;127,40;1407,00;1400,00;29,00;5,50;0,81;265,50;954,00;7760,00;119,00;78,20;0,30;5099,40;101,00;63,50;18,00;14,70
63;C6;Control;-73;;05/05/10;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-74;;19/05/10;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-75;;02/06/10;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-76;;30/06/10;;;26/10/11;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-77;;14/07/10;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-78;;28/07/10;;;;;01/06/11;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-79;;25/08/10;;;;;01/06/11;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-80;;08/09/10;;;;;30/06/11;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-81;;06/10/10;;;;;30/06/11;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-82;;20/10/10;;;;;18/07/11;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-83;;18/11/10;;;09/11/11;;11/08/11;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-84;;15/12/10;;;;;27/08/11;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-85;;29/12/10;;;;;15/09/11;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-86;;26/01/11;;;;;15/10/11;M;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-87;;22/02/11;;;;;26/10/11;M;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-88;;23/03/11;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-89;;06/04/11;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-90;;20/04/11;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-91;;18/05/11;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-92;;01/06/11;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-93;;30/06/11;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-94;;18/07/11;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-95;;27/07/11;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-96;;27/08/11;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-97;;28/09/11;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-98;;15/10/11;;;;;;;;;;;;;;;;;;;;;;;;;;
63;C6;Control;-99;;26/10/11;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D1;Control;55;harvest;;09/09/06;;;;;A;132,00;3600,00;173,10;46,80;0,73;973,30;652,00;4900,00;143,40;44,10;0,69;1506,90;177,00;168,00;345,00;1900,00;93,30;36,00;0,61;733,10
83;D1;Control;44;harvest;;;16/08/06;30/05/07;;;A;;;;;;;;;;;;;;;;;;;;
83;D1;Control;36;harvest;;;16/08/06;30/05/07;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D1;Control;35;harvest;;02/12/06;;;;;A;170,00;4950,00;128,40;35,10;0,73;1353,20;691,00;5100,00;96,50;30,40;0,68;1606,60;185,00;184,00;369,00;3500,00;283,20;120,40;0,57;1488,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D1;Control;34;harvest;;;;24/09/06;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D1;Control;33;harvest;;08/01/07;;;;;A;150,00;4500,00;90,50;25,80;0,71;1282,90;663,00;4900,00;82,20;26,30;0,68;1567,80;181,00;182,00;363,00;3540,00;217,30;94,70;0,56;1542,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D1;Control;31;harvest;;09/09/06;;;09/09/06;;A;162,00;4300,00;87,90;25,10;0,71;1227,90;569,00;5400,00;147,60;50,60;0,66;1851,20;163,00;156,00;319,00;2800,00;196,40;78,80;0,60;1123,40;14980,00;5033,00;1120,00;76,10;12,30;0,84;181,00;2640,00;166,70;55,60;0,67;880,50;1976,00;1350,00;37,20;3,80;0,90;137,90;900,00;9870,00;196,20;76,20;0,60;3833,30;151,50;50,10;44,70;26,10
83;D1;Control;30;harvest;;10/12/07;;;;;A;155,00;4850,00;199,30;53,90;0,73;1311,70;652,00;4950,00;137,90;39,30;0,72;1410,70;179,00;183,00;362,00;1750,00;203,20;93,40;0,54;804,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D1;Control;29;harvest;;18/09/06;;;18/11/06;;A;175,00;6000,00;241,20;66,50;0,72;1654,20;632,00;5100,00;195,00;61,00;0,69;1595,40;171,00;186,00;357,00;2550,00;264,00;111,40;0,58;1076,00;16860,00;9141,00;940,00;176,60;31,20;0,82;166,10;3760,00;264,00;94,30;0,64;1343,10;1308,00;850,00;31,50;3,90;0,88;105,20;1339,00;11310,00;199,70;132,90;0,30;7526,80;164,80;106,00;34,90;26,90
83;D1;Control;28;harvest;;;;;;;A;;;158,60;36,80;0,77;;;;169,70;45,60;0,73;;;;;;165,90;66,90;0,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D1;Control;27;harvest;;02/12/06;;;02/12/06;28/07/06;F;175,00;6300,00;144,70;39,70;0,73;1728,50;656,00;5800,00;85,50;27,20;0,68;1845,10;186,00;178,00;364,00;3450,00;263,20;110,40;0,58;1447,10;9700,00;5447,00;800,00;78,60;13,00;0,83;132,30;2400,00;242,60;106,80;0,56;1056,60;781,00;800,00;47,50;6,50;0,86;109,50;573,00;5700,00;280,00;203,80;0,30;4148,80;241,80;174,50;38,20;29,30
83;D1;Control;26;harvest;;;;07/11/06;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D1;Control;25;harvest;;08/01/07;;28/06/07;08/01/07;28/07/06;F;177,00;6250,00;92,40;25,20;0,73;1704,50;680,00;6140,00;103,50;31,90;0,69;1892,40;186,00;184,00;370,00;3380,00;286,50;123,60;0,57;1458,20;18300,00;11397,00;350,00;208,50;37,50;0,82;62,90;2700,00;167,00;69,90;0,58;1130,10;776,00;650,00;55,60;9,00;0,84;105,20;512,00;14600,00;265,00;183,30;0,30;10098,80;231,40;158,00;33,60;25,30
83;D1;Control;24;harvest;;10/12/07;;;;;A;159,00;5100,00;171,80;47,80;0,72;1419,00;660,00;5700,00;136,50;39,20;0,71;1636,90;184,00;172,00;356,00;3000,00;191,40;84,20;0,56;1319,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D1;Control;23;harvest;;18/05/07;;;;;;145,00;4600,00;178,00;50,90;0,71;1315,40;670,00;5900,00;126,90;39,70;0,69;1845,80;174,00;179,00;353,00;3290,00;309,10;140,70;0,54;1497,60;;;;278,90;45,60;0,84;;;127,70;40,20;0,69;;;;33,70;6,10;0,82;;;;;;;;214,10;147,30;39,50;27,60
83;D1;Control;22;harvest;;10/12/07;;;;;A;;6350,00;131,20;33,10;0,75;1602,00;688,00;6350,00;190,10;56,00;0,71;1870,60;185,00;193,00;378,00;3700,00;225,90;101,60;0,55;1664,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D1;Control;21;harvest;;;;10/08/06;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D1;Control;20;harvest;;24/10/07;;09/03/07;;;A;160,00;5200,00;175,70;48,80;0,72;1444,30;690,00;6200,00;155,90;50,40;0,68;2004,40;178,00;179,00;357,00;3400,00;203,20;85,00;0,58;1422,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D1;Control;19;harvest;;19/10/07;;25/01/07;;;A;176,00;5350,00;188,10;56,70;0,70;1612,70;703,00;6600,00;240,30;64,90;0,73;1782,50;196,00;198,00;394,00;5100,00;93,00;38,20;0,59;2094,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D1;Control;18;harvest;;30/09/07;;22/08/07;;;A;175,00;4450,00;119,70;37,00;0,69;1375,50;695,00;3900,00;110,10;50,40;0,54;1785,30;174,00;176,00;350,00;3000,00;133,30;61,40;0,54;1381,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D1;Control;17;harvest;;02/11/07;;;;;A;152,00;4700,00;161,50;51,50;0,68;1498,80;694,00;5700,00;145,50;44,50;0,69;1743,30;188,00;172,00;360,00;3300,00;141,70;65,70;0,54;1530,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D1;Control;16;harvest;;12/09/06;;24/08/06;;;A;99,00;1850,00;106,20;26,00;0,76;452,90;686,00;5260,00;108,00;32,40;0,70;1578,00;183,00;187,00;370,00;3160,00;191,70;73,20;0,62;1206,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D1;Control;15;harvest;;18/05/07;;28/06/07;18/05/07;20/10/06;F;146,00;4350,00;146,00;37,70;0,74;1123,30;665,00;5350,00;131,30;37,20;0,72;1515,80;184,00;183,00;367,00;3470,00;312,10;131,00;0,58;1456,50;21586,00;12195,00;850,00;202,00;33,90;0,83;142,60;3100,00;254,30;96,60;0,62;1177,60;100,00;1986,00;42,60;5,10;0,88;237,80;1986,00;15650,00;220,70;150,00;0,30;10636,60;178,90;117,70;41,80;32,30
83;D1;Control;14;harvest;;25/05/07;09/04/07;16/08/06;25/05/07;07/11/06;F;;;;;;;;;;;;;;;;;;;;;20400,00;11147,00;1600,00;120,10;19,90;0,83;265,10;3500,00;156,70;45,50;0,71;1016,30;221,00;1100,00;48,40;6,20;0,87;140,90;1763,00;14200,00;240,20;164,50;0,30;9724,80;189,70;126,70;50,50;37,80
83;D1;Control;13;harvest;;;08/08/07;16/08/06;;26/07/07;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D1;Control;12;harvest;;24/08/07;15/02/07;16/08/06;24/08/07;09/03/07;F;;;;;;;;;;;;;;;;;;;;;15500,00;9856,00;1050,00;231,80;39,70;0,83;179,80;1700,00;151,20;50,10;0,67;563,30;928,00;900,00;55,30;6,40;0,88;104,20;1005,00;11850,00;243,60;185,20;0,20;9009,10;200,00;152,20;43,60;33,00
83;D1;Control;11;harvest;;19/10/07;26/07/07;;;23/04/07;M;173,00;5400,00;188,50;45,60;0,76;1306,30;634,00;5400,00;198,90;50,10;0,75;1360,20;186,00;192,00;378,00;5800,00;85,30;33,80;0,60;2298,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D1;Control;10;harvest;;05/10/07;09/04/07;15/02/07;05/10/07;30/05/07;F;;;;;;;;;;;;;;;;;;;;;17450,00;9513,00;1050,00;169,20;25,80;0,85;160,10;3650,00;239,20;72,50;0,70;1106,30;600,00;550,00;44,60;4,80;0,89;59,20;1290,00;12200,00;241,40;162,00;0,30;8187,20;190,40;123,30;51,00;38,70
83;D1;Control;9;harvest;;02/11/07;;;09/11/07;16/05/07;F;167,00;5650,00;120,40;35,70;0,70;1675,30;635,00;4850,00;86,00;24,10;0,72;1359,10;176,00;184,00;360,00;3150,00;188,20;83,60;0,56;1399,30;19400,00;11277,00;950,00;214,70;35,90;0,83;158,80;3750,00;180,70;63,60;0,65;1319,90;341,00;350,00;29,40;4,00;0,86;47,60;1529,00;14350,00;250,20;170,00;0,30;9750,20;204,00;135,30;46,20;34,70
83;D1;Control;8;dry;;;;;;23/04/07;M;;;185,90;48,80;0,74;;;;193,40;47,10;0,76;;;;;;227,70;94,00;0,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D1;Control;7;dry;;;;;;07/05/07;M;;;183,90;50,20;0,73;;;;158,70;44,70;0,72;;;;;;167,20;68,80;0,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D1;Control;6;harvest;;16/11/07;;;19/10/07;23/04/07;F;166,00;5500,00;186,90;49,60;0,73;1459,60;632,00;5050,00;140,70;40,30;0,71;1446,40;183,00;173,00;356,00;3520,00;140,80;59,40;0,58;1485,00;16530,00;9298,00;1050,00;167,00;29,00;0,83;182,30;3050,00;169,90;51,50;0,70;924,50;290,00;280,00;19,70;3,00;0,85;42,60;1080,00;12150,00;256,30;171,90;0,30;8149,00;204,20;133,00;52,10;38,90
83;D1;Control;5;harvest;;30/11/07;;14/11/07;;16/05/07;M;165,00;4600,00;143,60;42,00;0,71;1345,40;607,00;3800,00;184,80;50,40;0,73;1036,40;188,00;166,00;354,00;2450,00;130,90;59,40;0,55;1111,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D1;Control;4;harvest;;23/09/07;;23/04/07;;13/06/07;M;156,00;6900,00;202,90;45,70;0,77;1554,10;647,00;6400,00;120,20;30,40;0,75;1618,60;188,00;180,00;368,00;3650,00;161,60;63,70;0,61;1438,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D1;Control;3;dry;;;;16/05/07;;16/05/07;F;;;;;;;;;;;;;;;;;;;;;;;;166,90;23,50;;;;146,60;50,40;;;;;63,80;7,40;;;;;;;;;188,10;119,40;47,70;36,10
83;D1;Control;2;;;;;;;11/07/07;F;;;;;;;;;;;;;;;;;;;;;;;;205,80;31,90;;;;165,40;53,30;;;;;51,80;6,50;;;;;;;;;193,10;123,30;57,90;44,90
83;D1;Control;1;harvest;;25/01/08;;13/06/07;16/11/07;08/08/07;F;171,00;5000,00;213,30;54,80;0,74;1284,60;635,00;4400,00;151,20;52,50;0,65;1527,80;174,00;190,00;364,00;2200,00;175,70;82,30;0,53;1030,50;18850,00;10735,00;1000,00;168,70;25,70;0,85;152,30;3500,00;168,90;56,20;0,67;1164,60;134,00;150,00;46,10;5,40;0,88;17,60;1680,00;14200,00;208,30;137,90;0,30;9400,80;159,50;101,80;48,80;36,10
83;D1;Control;-1;;10/08/06;26/06/08;;;30/11/07;19/09/07;F;;;;;;;640,00;4900,00;128,90;40,10;0,69;1524,40;189,00;200,00;389,00;3300,00;129,00;51,40;0,60;1314,90;19100,00;10928,00;850,00;301,50;44,30;0,85;124,90;3400,00;219,00;70,60;0,68;1096,10;363,00;350,00;27,80;2,40;0,91;30,20;1986,00;14500,00;240,20;160,30;0,30;9676,70;193,20;124,20;47,00;36,10
