Urut;Progeny;Treatment;TreeNb;NbLeaf;Status;NewLeafDate;PruningLeafDate;DryLeafDate;BrokenLeafDate;HarvestingBunchDate;SpatheOpeningDate;BunchSex;PetioleLength;PetioleFW;PetSampleFW;PetSampleDW;PetioleWaterContent;PetioleDW;RachisLength;RachisFW;RacSampleFW;RacSampleDW;RachisWaterContent;RachisDW;LeafletNbRigth;LeafletNbLeft;LeafletTotNb;LeafletFW;LeafSampleFW;LeafSampleDW;LeafWaterContent;LeafletDW;HarvestingBunchDate;BunchFW;BunchDW;PeduncleFW;PedSampleFW;PedSampleDW;PeduncleWaterContent;PeduncleDW;SpikeletFW;SpiSampleFW;SpiSampleDW;SpikeletWaterContent;SpikeletDW;ParthenoFruitNb;ParthenoFruitFW;ParthenoSampleFW;ParthenoSampleDW;ParthenoFruitWaterContent;ParthenoFruitDW;FruitNb;FruitFW;FruitSampleFW;FruitSampleDW;FruitWaterContent;FruitDW;PulpSampleFW;PulpSampleDW;NutSampleFW;NutSampleDW
97;P63;Irrigation;I1;-51;;20/01/10;18/03/11;;;04/03/11;15/09/10;F;141,00;6100,00;281,90;142,20;0,50;3077,00;614,00;4900,00;252,80;132,50;0,48;2568,20;190,00;192,00;382,00;4400,00;255,20;144,50;0,43;2491,40;39144,00;15920,00;9806,79;1060,00;112,00;73,50;0,34;696,00;2800,00;205,00;82,40;0,60;1125,50;320,00;680,00;64,00;18,20;0,72;193,40;668,00;11380,00;249,00;170,50;0,32;7792,30;201,00;133,00;48,00;37,50
98;P63;Irrigation;I1;-52;;03/02/10;;;;05/03/11;13/10/10;F;;;;;;;;;;;;;;;;;;;;;39145,00;28890,00;17199,67;1660,00;211,00;117,60;0,44;925,00;6540,00;227,00;116,30;0,49;3350,70;537,00;860,00;41,00;6,70;0,84;140,50;1938,00;19830,00;168,00;108,30;0,36;12783,30;130,00;77,80;38,00;30,50
99;P63;Irrigation;I1;-53;;03/03/10;01/04/11;;;01/04/11;27/10/10;F;163,00;7050,00;237,60;114,40;0,52;3394,40;594,00;5900,00;218,60;79,30;0,64;2140,30;186,00;180,00;366,00;4200,00;190,80;94,90;0,50;2089,00;39172,00;28610,00;18723,93;1710,00;228,00;146,90;0,36;1102,00;6000,00;228,00;126,20;0,45;3321,10;617,00;980,00;45,00;20,10;0,55;437,70;1755,00;19920,00;173,00;120,40;0,30;13863,40;133,00;87,90;40,00;32,50
100;P63;Irrigation;I1;-54;;17/03/10;09/07/11;;;;;A;153,00;7100,00;223,50;49,90;0,78;1585,20;598,00;5900,00;257,20;66,30;0,74;1520,90;184,00;188,00;372,00;4300,00;221,50;84,70;0,62;1644,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;P63;Irrigation;I1;-55;;31/03/10;13/08/11;;;;08/12/10;M;162,00;7250,00;210,20;78,70;0,63;2714,40;592,00;5600,00;227,10;97,50;0,57;2404,20;190,00;188,00;378,00;4100,00;188,40;80,80;0,57;1758,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;P63;Irrigation;I1;-56;;14/04/10;01/07/11;;;;08/12/10;M;;;;;;;603,00;5900,00;233,00;98,10;0,58;2484,10;193,00;179,00;372,00;4100,00;223,10;92,70;0,58;1703,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;P63;Irrigation;I1;-57;;28/04/10;01/07/11;;;;22/12/10;M;;;;;;;605,00;5800,00;234,50;68,50;0,71;1694,20;195,00;186,00;381,00;4100,00;236,20;98,10;0,58;1702,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;P63;Irrigation;I1;-58;;12/05/10;;;;01/07/11;19/01/11;F;;;;;;;;;;;;;;;;;;;;;39263,00;18983,47;12422,83;1410,00;217,00;54,40;0,75;353,00;4680,00;207,00;81,30;0,61;1838,10;713,00;1100,00;47,00;10,70;0,77;250,40;1323,00;16120,00;173,00;110,90;0,36;10333,60;136,00;80,20;37,00;30,70
105;P63;Irrigation;I1;-59;;26/05/10;;02/11/11;;09/07/11;02/02/11;F;;;;;;;;;;;;;;;;;;;;;39271,00;19930,21;13329,54;1410,00;201,00;54,20;0,73;380,00;5800,00;213,00;90,90;0,57;2475,20;695,00;750,00;33,00;5,90;0,82;134,10;1801,00;17390,00;134,00;82,60;0,38;10719,50;98,00;53,90;36,00;28,70
106;P63;Irrigation;I1;-60;;09/06/10;;;;13/08/11;02/03/11;F;;;;;;;;;;;;;;;;;;;;;39306,00;18850,94;13382,01;1330,00;204,00;70,70;0,65;461,00;4410,00;227,00;120,10;0,47;2333,20;845,00;900,00;33,00;4,70;0,86;128,20;1371,00;16160,00;169,00;114,20;0,32;10920,00;130,00;82,50;39,00;31,70
107;P63;Irrigation;I1;-61;;23/06/10;;;;26/08/11;30/03/11;F;;;;;;;;;;;;;;;;;;;;;39319,00;18543,72;12670,36;1290,00;205,00;57,80;0,72;364,00;4080,00;200,00;81,50;0,59;1662,60;600,00;620,00;34,00;5,10;0,85;93,00;1472,00;16270,00;161,00;108,00;0,33;10914,00;123,00;76,90;38,00;31,10
108;P63;Irrigation;I1;-62;;21/07/10;;02/11/11;;07/09/11;30/03/11;F;;;;;;;;;;;;;;;;;;;;;39331,00;18144,20;11806,46;1440,00;238,00;63,50;0,73;384,00;4850,00;222,00;91,20;0,59;1992,40;1280,00;2310,00;52,00;9,80;0,81;435,30;1237,00;14010,00;160,00;107,10;0,33;9377,90;120,00;74,10;40,00;33,00
109;P63;Irrigation;I1;-63;;04/08/10;27/09/11;;;27/09/11;13/04/11;F;169,00;7400,00;281,80;107,40;0,62;2820,30;525,00;6050,00;287,30;142,60;0,50;3002,90;189,00;187,00;376,00;3500,00;283,60;180,90;0,36;2232,50;39351,00;17389,62;13376,43;1330,00;206,00;125,40;0,39;810,00;4550,00;223,00;134,50;0,40;2744,30;557,00;630,00;30,00;16,20;0,46;340,20;1595,00;14620,00;127,00;89,40;0,30;10291,60;98,00;62,90;29,00;26,50
110;P63;Irrigation;I1;-64;;18/08/10;30/09/11;;;30/09/11;27/04/11;F;162,00;7500,00;228,90;58,10;0,75;1903,70;532,00;6600,00;206,20;63,30;0,69;2026,10;158,00;156,00;314,00;3500,00;206,60;127,70;0,38;2163,40;39354,00;14455,42;10244,82;1210,00;214,00;100,00;0,53;565,00;4480,00;224,00;110,00;0,51;2200,00;910,00;870,00;30,00;4,10;0,86;118,90;1378,00;11810,00;121,00;81,20;0,33;7925,40;91,00;55,70;30,00;25,50
111;P63;Irrigation;I1;-65;;01/09/10;;;;;11/05/11;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;P63;Irrigation;I1;-66;;15/09/10;;;;;25/05/11;M
113;P63;Irrigation;I1;-67;;13/10/10;;;;;;A
114;P63;Irrigation;I1;-68;;27/10/10;;;;;06/07/11;M
115;P63;Irrigation;I1;-69;;10/11/10;;;;;04/08/11;M
116;P63;Irrigation;I1;-70;;24/11/10;;;;;18/08/11;M
117;P63;Irrigation;I1;-71;;22/12/10;;;;;07/09/11;M
118;P63;Irrigation;I1;-72;;05/01/11;;;;;06/10/11;M
119;P63;Irrigation;I1;-73;;19/01/11;;;;;19/10/11;M
120;P63;Irrigation;I1;-74;;02/02/11;;;;;18/11/11;M
121;P63;Irrigation;I1;-75;;16/02/11;;;;;;
122;P63;Irrigation;I1;-76;;02/03/11;;;;;;
123;P63;Irrigation;I1;-77;;30/03/11;;;;;;
124;P63;Irrigation;I1;-78;;13/04/11;;;;;;
125;P63;Irrigation;I1;-79;;27/04/11;;;;;;
126;P63;Irrigation;I1;-80;;25/05/11;;;;;;
127;P63;Irrigation;I1;-81;;22/06/11;;;;;;
128;P63;Irrigation;I1;-82;;06/07/11;;;;;;;;;;;;;;;;;;;;;;;;;;
129;P63;Irrigation;I1;-83;;20/07/11;;;;;;;;;;;;;;;;;;;;;;;;;;
130;P63;Irrigation;I1;-84;;04/08/11;;;;;;;;;;;;;;;;;;;;;;;;;;
131;P63;Irrigation;I1;-85;;07/09/11;;;;;;;;;;;;;;;;;;;;;;;;;;
131;P63;Irrigation;I1;-86;;21/09/11;;;;;;;;;;;;;;;;;;;;;;;;;;
131;P63;Irrigation;I1;-87;;19/10/11;;;;;;;;;;;;;;;;;;;;;;;;;;
131;P63;Irrigation;I1;-88;;02/11/11;;;;;;;;;;;;;;;;;;;;;;;;;;
131;P63;Irrigation;I1;-89;;18/11/11;;;;;;;;;;;;;;;;;;;;;;;;;;
132;P63;Irrigation;I2;44;;;01/05/08;;;;;;;;;;;;;;;;;;;;;;;;;
133;P63;Irrigation;I2;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;P63;Irrigation;I2;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;P63;Irrigation;I2;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;P63;Irrigation;I2;40;;;12/06/08;;;;;;;;;;;;600,00;5300,00;111,10;33,10;0,70;1579,00;186,00;184,00;370,00;2850,00;122,40;48,00;0,61;1117,60
137;P63;Irrigation;I2;39;;;12/06/08;;;;;;;;;;;;673,00;6150,00;130,60;39,50;0,70;1860,10;198,00;194,00;392,00;2950,00;115,50;43,80;0,62;1118,70
138;P63;Irrigation;I2;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;P63;Irrigation;I2;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;P63;Irrigation;I2;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;P63;Irrigation;I2;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;P63;Irrigation;I2;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;P63;Irrigation;I2;33;;;31/05/08;;;;;;;;;;;;654,00;3600,00;78,60;19,40;0,75;888,50;197,00;199,00;396,00;3300,00;128,80;40,30;0,69;1032,50
144;P63;Irrigation;I2;41;;;15/02/08;;;;;;;;;;;;613,00;2500,00;49,90;41,40;0,17;2074,10;182,00;178,00;360,00;4100,00;143,30;47,10;0,67;1347,60
145;P63;Irrigation;I2;32;;;12/06/08;;;;;;;;;;;;615,00;5250,00;105,80;29,40;0,72;1458,90;174,00;172,00;346,00;2500,00;76,60;29,10;0,62;949,70
146;P63;Irrigation;I2;31;;;15/02/08;;;;;;168,00;3100,00;98,20;29,90;0,70;943,90;617,00;3100,00;88,50;29,60;0,67;1036,80;188,00;194,00;382,00;1000,00;73,50;56,50;0,23;768,70
147;P63;Irrigation;I2;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;P63;Irrigation;I2;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;P63;Irrigation;I2;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;P63;Irrigation;I2;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;P63;Irrigation;I2;26;;;;24/09/08;;;;;;;;;;;;;;;;;;;;;;;;
152;P63;Irrigation;I2;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;P63;Irrigation;I2;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;P63;Irrigation;I2;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;P63;Irrigation;I2;22;dry;;;22/01/09;;;;;;;;;;;;;;;;;;;;;;;;
156;P63;Irrigation;I2;21;dry;;;18/03/09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;P63;Irrigation;I2;20;pruning;;17/11/08;;;;;;;;;;;;654,00;4500,00;96,90;32,00;0,67;1486,10;201,00;204,00;405,00;2900,00;83,50;31,50;0,62;1094,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;P63;Irrigation;I2;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;P63;Irrigation;I2;18;;;05/08/08;;;;;;;;;;;;670,00;5900,00;75,70;21,00;0,72;1636,70;200,00;198,00;398,00;3100,00;102,80;38,20;0,63;1151,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;P63;Irrigation;I2;17;;;15/02/08;;;;;;126,00;3150,00;167,20;44,80;0,73;844,00;660,00;5150,00;134,30;40,40;0,70;1549,20;169,00;172,00;341,00;4100,00;56,90;49,90;0,12;3595,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;P63;Irrigation;I2;16;pruning;;17/11/08;;;;;;;;;;;;665,00;4400,00;115,10;37,20;0,68;1422,10;204,00;201,00;405,00;3200,00;65,00;26,40;0,59;1299,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;P63;Irrigation;I2;15;;;;17/11/08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;P63;Irrigation;I2;14;;;;;;;16/01/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;P63;Irrigation;I2;13;;;05/08/08;;;;;A;;;;;;;580,00;6100,00;152,30;50,10;0,67;2006,60;194,00;196,00;390,00;3400,00;104,00;37,80;0,64;1235,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;P63;Irrigation;I2;12;;;;07/01/09;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;P63;Irrigation;I2;11;;;16/03/09;;;;;A;120,00;3600,00;99,50;24,70;0,75;893,70;543,00;3980,00;101,50;26,00;0,74;1019,50;196,00;198,00;394,00;3080,00;75,50;26,00;0,66;1060,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;P63;Irrigation;I2;10;;;16/03/09;;;;27/03/08;M;130,00;3940,00;118,00;28,70;0,76;958,30;530,00;4060,00;138,90;35,50;0,74;1037,70;204,00;198,00;402,00;3120,00;88,20;33,50;0,62;1185,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;P63;Irrigation;I2;9;;;12/09/08;;;;;A;;;;;;;562,00;4460,00;196,00;51,00;0,74;1160,50;182,00;180,00;362,00;3000,00;120,90;43,70;0,64;1084,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;P63;Irrigation;I2;8;;;09/10/08;;;05/08/08;13/02/08;F;;;;;;;545,00;4640,00;176,50;55,80;0,68;1466,90;201,00;196,00;397,00;3020,00;88,10;34,80;0,60;1192,90;38203,00;18150,00;9951,00;1000,00;191,00;28,50;0,85;149,00;4600,00;161,80;54,50;0,66;1549,40;337,00;650,00;59,40;8,60;0,86;94,10;1331,00;11900,00;279,20;191,40;0,31;8157,80;241,30;164,20;37,90;27,20
170;P63;Irrigation;I2;7;dry;;;04/03/09;;;27/02/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;P63;Irrigation;I2;6;dry;;;21/01/09;;;27/02/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;P63;Irrigation;I2;5;dry;;;18/04/09;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;P63;Irrigation;I2;4;;;12/09/08;;;12/09/08;27/03/08;F;;;;;;;630,00;4480,00;241,70;66,10;0,73;1225,20;215,00;212,00;427,00;3200,00;138,30;49,60;0,64;1147,70;38241,00;23500,00;12438,00;1300,00;199,30;30,50;0,85;199,00;5700,00;169,10;50,10;0,70;1688,80;1038,00;1700,00;54,40;6,40;0,88;200,00;1670,00;14800,00;256,80;179,60;0,30;10350,80;214,60;150,90;42,20;28,70
174;P63;Irrigation;I2;3;;;;;;09/10/08;10/04/08;F;;;;;;;;;;;;;;;;;;;;;38268,00;21740,00;11952,00;1200,00;138,40;20,00;0,86;173,00;4840,00;112,50;39,00;0,65;1677,90;854,00;1600,00;48,80;6,00;0,88;196,70;1253,00;14100,00;229,50;161,20;0,30;9903,80;187,70;130,50;41,80;30,70
175;P63;Irrigation;I2;2;;;18/04/09;;;;25/04/08;M;172,00;6100,00;132,90;37,90;0,71;1739,60;650,00;5600,00;111,00;32,50;0,71;1639,60;204,00;210,00;414,00;3740,00;83,00;31,00;0,63;1396,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;P63;Irrigation;I2;1;dry;;;29/08/09;;;08/05/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;P63;Irrigation;I2;-1;;12/09/07;;;;;04/06/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;P63;Irrigation;I2;-2;harvesting;24/10/07;27/01/09;;;;18/06/08;M;;;;;;;663,00;5580,00;103,50;28,80;0,72;1552,70;194,00;197,00;391,00;3620,00;77,20;28,10;0,64;1317,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;P63;Irrigation;I2;-3;;24/10/07;31/07/09;;;;03/07/08;M;149,00;4460,00;118,10;31,00;0,74;1170,70;655,00;5160,00;117,60;33,20;0,72;1456,70;199,00;192,00;391,00;3780,00;114,90;42,10;0,63;1385,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;P63;Irrigation;I2;-4;;22/11/07;18/04/09;;;;16/07/08;M;159,00;5380,00;118,40;30,20;0,74;1372,30;650,00;5180,00;117,50;32,20;0,73;1419,50;186,00;192,00;378,00;3640,00;69,70;26,30;0,62;1373,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;P63;Irrigation;I2;-5;dry;05/12/07;;09/07/09;;;31/07/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;P63;Irrigation;I2;-6;;19/12/07;;;;;27/08/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;P63;Irrigation;I2;-7;;16/01/08;;;;;11/09/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;P63;Irrigation;I2;-8;;30/01/08;;;19/08/09;;24/09/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;P63;Irrigation;I2;-9;dry;13/02/08;;12/09/09;19/08/09;18/04/09;29/10/08;F;;;;;;;;;;;;;;;;;;;;;38459,00;20440,00;10462,00;1540,00;217,90;34,30;0,84;242,00;5000,00;165,50;55,40;0,67;1673,70;755,00;1850,00;62,60;7,10;0,89;209,80;836,00;12050,00;269,00;186,10;0,31;8336,40;230,10;158,10;38,90;28,00
186;P63;Irrigation;I2;-10;;27/02/08;24/07/09;;;;13/11/08;M;155,00;5120,00;99,80;24,80;0,75;1272,30;600,00;4860,00;106,90;28,30;0,74;1286,60;192,00;191,00;383,00;4120,00;87,40;30,10;0,66;1418,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;P63;Irrigation;I2;-11;;27/03/08;31/07/09;;;;26/11/08;M;180,00;6440,00;99,50;24,50;0,75;1585,70;589,00;4920,00;90,50;22,80;0,75;1239,50;190,00;191,00;381,00;4000,00;93,10;34,20;0,63;1469,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;P63;Irrigation;I2;-12;;10/04/08;;;;;10/12/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;P63;Irrigation;I2;-13;;25/04/08;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;P63;Irrigation;I2;-14;;08/05/08;05/09/09;;;;07/01/09;M;174,00;6500,00;71,60;18,60;0,74;1688,50;605,00;5180,00;71,70;19,30;0,73;1394,30;196,00;193,00;389,00;4160,00;88,90;31,50;0,65;1474,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;P63;Irrigation;I2;-15;harvesting;22/05/08;10/10/09;;16/09/09;24/07/09;04/02/09;F;168,00;4500,00;57,80;18,30;0,68;1424,70;625,00;5000,00;87,90;25,90;0,71;1473,30;190,00;198,00;388,00;4180,00;63,90;23,00;0,64;1504,50;38556,00;23940,00;12894,00;1180,00;90,60;15,20;0,83;198,00;4900,00;101,10;34,00;0,66;1647,90;690,00;1740,00;65,50;7,60;0,88;201,90;1548,00;16120,00;248,50;167,20;0,33;10846,10;213,70;142,10;34,80;25,10
192;P63;Irrigation;I2;-16;;04/06/08;;;19/08/09;31/07/09;18/02/09;F;;;;;;;;;;;;;;;;;;;;;38563,00;22680,00;11969,00;1600,00;80,10;13,20;0,84;264,00;5400,00;98,40;28,80;0,71;1580,50;675,00;1100,00;53,40;6,40;0,88;131,80;1704,00;14580,00;244,10;167,30;0,32;9992,80;210,20;141,80;33,90;25,50
193;P63;Irrigation;I2;-17;harvesting;18/06/08;24/10/09;;14/10/09;;04/03/09;M;162,50;4800,00;103,70;28,10;0,73;1300,70;520,00;6400,00;98,00;27,70;0,72;1809,00;190,00;186,00;376,00;3720,00;64,50;23,60;0,63;1361,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;P63;Irrigation;I2;-18;harvesting;03/07/08;29/08/09;;;29/08/09;18/03/09;F;155,00;5380,00;135,00;27,60;0,80;1099,90;614,00;6140,00;131,20;32,40;0,75;1516,30;190,00;195,00;385,00;4360,00;74,50;26,90;0,64;1574,30;38592,00;23880,00;12596,00;1500,00;115,10;18,20;0,84;237,00;5420,00;33,10;10,40;0,69;1703,00;751,00;100,00;84,00;9,30;0,89;11,10;2450,00;16860,00;119,90;75,70;0,37;10644,70;85,30;52,50;34,60;23,20
195;P63;Irrigation;I2;-19;harvesting;16/07/08;12/09/09;;;12/09/09;15/04/09;F;169,00;5440,00;84,80;20,40;0,76;1308,70;690,00;6200,00;123,50;32,00;0,74;1606,50;198,00;194,00;392,00;4500,00;66,40;25,00;0,62;1694,30;38606,00;22040,00;11828,00;1320,00;82,70;12,40;0,85;198,00;5200,00;55,70;19,00;0,66;1773,80;506,00;820,00;56,20;6,90;0,88;100,70;1672,00;14700,00;175,10;116,20;0,34;9755,20;139,80;90,20;35,30;26,00
196;P63;Irrigation;I2;-20;harvesting;13/08/08;09/01/10;;21/01/09;10/10/09;15/04/09;F;168,00;6280,00;100,10;25,00;0,75;1568,40;668,00;5840,00;91,80;23,20;0,75;1475,90;194,00;190,00;384,00;4460,00;71,10;28,20;0,60;1768,90;38634,00;17120,00;9320,90;1100,00;97,90;16,30;0,83;183,00;4120,00;85,40;27,90;0,67;1346,00;790,00;900,00;19,80;6,90;0,65;313,60;1253,00;11000,00;187,40;127,40;0,32;7478,10;151,70;101,00;35,70;26,40
197;P63;Irrigation;I2;-21;harvesting;27/08/08;12/12/09;;;10/10/09;29/04/09;F;170,00;7180,00;133,30;31,50;0,76;1696,70;684,00;5880,00;141,60;36,20;0,74;1503,20;175,00;176,00;351,00;4140,00;83,20;32,00;0,62;1592,30;38634,00;19320,00;10077,68;1080,00;162,00;24,40;0,85;163,00;4700,00;107,00;32,20;0,70;1414,40;660,00;640,00;49,00;5,70;0,88;74,40;1396,00;12900,00;141,00;92,10;0,35;8426,20;107,00;68,30;34,00;23,80
198;P63;Irrigation;I2;-22;;24/09/08;07/11/09;;;07/11/09;27/05/09;F;160,00;5660,00;78,20;23,10;0,70;1671,90;657,00;5480,00;118,90;31,70;0,73;1461,00;198,00;194,00;392,00;3900,00;110,80;39,80;0,64;1400,90;38662,00;5341,00;1577,00;800,00;118,00;18,20;0,85;123,00;4200,00;68,00;22,00;0,68;1358,80;205,00;220,00;35,00;4,00;0,89;25,10;10300,00;121,00;121,00;69,20;0,43;69,20;89,00;47,20;32,00;22,00
199;P63;Irrigation;I2;-23;;16/10/08;28/11/09;;;28/11/09;10/06/09;F;157,00;5580,00;69,20;24,00;0,65;1935,30;672,00;5840,00;77,10;19,40;0,75;1469,50;192,00;195,00;387,00;4380,00;64,10;31,20;0,51;2131,90;38683,00;14880,00;9022,29;1200,00;98,00;15,20;0,84;186,00;3800,00;62,00;20,90;0,66;1281,00;230,00;340,00;37,00;4,10;0,89;37,70;1148,00;9540,00;150,00;118,20;0,21;7517,50;122,00;83,00;28,00;35,20
200;P63;Irrigation;I2;-24;harvesting;29/10/08;07/11/09;;;12/12/09;09/07/09;F;145,00;5400,00;116,30;27,40;0,76;1272,20;655,00;5520,00;140,80;38,60;0,73;1513,30;197,00;192,00;389,00;4180,00;89,50;28,10;0,69;1312,40;38697,00;6500,00;2734,00;900,00;124,00;17,80;0,86;129,00;2640,00;87,00;34,30;0,61;1040,80;487,00;720,00;26,00;3,40;0,87;94,20;511,00;2240,00;166,00;108,90;0,34;1469,50;138,00;90,60;28,00;18,30
201;P63;Irrigation;I2;-25;dry;13/11/08;;14/08/10;;09/01/10;22/07/09;F;;;;;;;;;;;;;;;;;;;;;38725,00;10100,00;5329,00;1100,00;112,00;13,30;0,88;131,00;2760,00;76,00;26,40;0,65;958,70;112,00;140,00;29,00;3,50;0,88;16,90;741,00;6100,00;167,00;115,60;0,31;4222,50;148,00;101,90;19,00;13,70
202;P63;Irrigation;I2;-26;dry;26/11/08;;09/06/10;;23/01/10;02/09/09;F;;;;;;;;;;;;;;;;;;;;;38739,00;11340,00;6009,00;920,00;75,00;12,70;0,83;156,00;3200,00;73,00;25,40;0,65;1113,40;211,00;220,00;40,00;5,20;0,87;28,60;1095,00;7000,00;115,00;77,40;0,33;4711,30;98,00;65,30;17,00;12,10
203;P63;Irrigation;I2;-27;dry;10/12/08;;01/10/10;;06/03/10;16/09/09;F;;;;;;;;;;;;;;;;;;;;;38781,00;8660,00;4165,00;820,00;120,00;18,40;0,85;126,00;2700,00;99,00;31,50;0,68;859,10;820,00;800,00;33,00;3,60;0,89;87,30;490,00;4340,00;111,00;79,10;0,29;3092,70;87,00;61,50;24,00;17,60
204;P63;Irrigation;I2;-28;dry;07/01/09;;28/08/10;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;P63;Irrigation;I2;-29;dry;21/01/09;18/01/11;15/09/10;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;P63;Irrigation;I2;-30;dry;04/02/09;;01/10/10;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;P63;Irrigation;I2;-31;;18/02/09;01/10/10;;;;;A;172,00;6140,00;184,20;105,80;0,43;3526,70;655,00;6020,00;182,70;70,90;0,61;2336,20;192,00;196,00;388,00;4460,00;191,80;102,20;0,47;2376,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;P63;Irrigation;I2;-32;dry;04/03/09;;03/03/10;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;P63;Irrigation;I2;-33;;18/03/09;22/10/10;;;;;A;162,00;5600,00;207,30;133,50;0,36;3606,40;662,00;7300,00;212,60;85,60;0,60;2939,20;191,00;194,00;385,00;4520,00;206,40;123,40;0,40;2702,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;P63;Irrigation;I2;-34;;15/04/09;24/09/10;;;24/09/10;31/03/10;F;172,00;600,00;236,80;149,70;0,37;379,30;645,00;5600,00;236,70;171,10;0,28;4048,00;200,00;197,00;397,00;3960,00;212,00;147,50;0,30;2755,20;38983,00;15800,00;10378,81;950,00;230,00;161,30;0,30;666,00;3990,00;201,00;128,60;0,36;2552,80;1257,00;1320,00;34,00;20,60;0,39;799,80;1326,00;9540,00;90,00;60,00;0,33;6360,00;61,00;38,90;29,00;21,10
